,ts,open,high,low,close,volume,rec_count,avg_price
0,2022-11-11 14:30:00,1218.09,1218.57,1208.58,1217.65,31557.231,682,1213.7872064440623
1,2022-11-11 14:45:00,1218.21,1306.6,1217.46,1257.11,178430.954,1668,1263.2583085750905
2,2022-11-11 15:00:00,1258.3,1269.51,1238.73,1261.03,63292.953,1546,1255.7628386973824
3,2022-11-11 15:15:00,1260.82,1278.21,1252.46,1272.47,46304.142,1541,1266.7005260544522
4,2022-11-11 15:30:00,1272.37,1272.84,1250.95,1256.09,40400.293,1509,1258.4029800469496
5,2022-11-11 15:45:00,1256.1,1264.7,1248.83,1256.97,37462.408,1490,1255.2414160792866
6,2022-11-11 16:00:00,1256.68,1259.99,1238.01,1238.21,41849.296,1474,1249.5066542976017
7,2022-11-11 16:15:00,1238.13,1249.44,1231.23,1232.0,29137.447,1467,1240.100845990389
8,2022-11-11 16:30:00,1232.01,1245.2,1230.15,1241.11,21918.945,1451,1239.4264751054409
9,2022-11-11 16:45:00,1241.1,1252.87,1240.7,1246.73,20217.423,1408,1246.9834909295853
10,2022-11-11 17:00:00,1246.68,1260.99,1243.62,1256.37,27001.392,1432,1253.093719412317
11,2022-11-11 17:15:00,1256.37,1260.56,1250.89,1254.67,12309.155,1385,1255.625490081161
12,2022-11-11 17:30:00,1254.67,1258.79,1251.54,1258.79,12199.005,1289,1254.6637011411997
13,2022-11-11 17:45:00,1258.92,1275.15,1256.03,1270.87,22848.577,1320,1268.3941287564635
14,2022-11-11 18:00:00,1270.88,1283.28,1269.51,1275.41,31934.096,1219,1278.02162860599
15,2022-11-11 18:15:00,1275.14,1280.38,1269.37,1275.13,16226.079,1062,1274.490916042008
16,2022-11-11 18:30:00,1275.13,1278.7,1259.55,1263.73,15518.259,1097,1269.442925746373
17,2022-11-11 18:45:00,1263.73,1264.93,1258.08,1261.02,10176.381,1109,1261.0509690645404
18,2022-11-11 19:00:00,1261.03,1272.95,1245.0,1262.09,28255.208,1288,1257.0662501288252
19,2022-11-11 19:15:00,1262.19,1269.13,1261.88,1265.48,7773.675,1008,1265.443356255567
20,2022-11-11 19:30:00,1265.62,1267.11,1260.0,1263.68,9184.13,1039,1262.9744282474212
21,2022-11-11 19:45:00,1263.68,1274.68,1257.25,1270.66,13559.222,1081,1266.1260314964968
22,2022-11-11 20:00:00,1270.65,1272.17,1258.28,1258.88,10800.827,980,1265.8655916588589
23,2022-11-11 20:15:00,1258.75,1259.88,1253.44,1255.75,11979.645,973,1256.5850554194203
24,2022-11-11 20:30:00,1255.75,1260.49,1234.26,1241.91,30569.673,1142,1245.669638602283
25,2022-11-11 20:45:00,1241.9,1248.39,1239.72,1241.38,11358.582,1034,1245.1854575051718
26,2022-11-11 21:00:00,1241.68,1256.43,1241.68,1254.65,12562.735,996,1249.869747066223
27,2022-11-11 21:15:00,1254.64,1272.49,1251.83,1268.03,17831.096,1096,1263.3693165686504
28,2022-11-11 21:30:00,1267.48,1267.99,1261.7,1265.57,9936.04,969,1264.4861506777336
29,2022-11-11 21:45:00,1265.74,1268.7,1263.11,1265.73,4957.908,771,1266.1693748593143
30,2022-11-11 22:00:00,1266.18,1268.85,1264.0,1265.28,5513.028,747,1265.9752704357736
31,2022-11-11 22:15:00,1265.27,1274.78,1265.27,1273.86,5772.35,891,1270.7502633173665
32,2022-11-11 22:30:00,1273.86,1276.0,1269.26,1270.83,9855.466,971,1273.126994168514
33,2022-11-11 22:45:00,1270.83,1281.85,1264.12,1276.44,8258.372,959,1274.292869009776
34,2022-11-11 23:00:00,1276.45,1281.88,1272.48,1274.0,7652.319,915,1276.839717216441
35,2022-11-11 23:15:00,1274.08,1274.67,1267.34,1270.09,5882.146,927,1270.9984127901632
36,2022-11-11 23:30:00,1270.31,1289.7,1269.7,1280.85,14076.048,1126,1281.870789763576
37,2022-11-11 23:45:00,1280.85,1291.73,1280.27,1284.79,21354.255,1165,1286.9865334421631
38,2022-11-12 00:00:00,1285.48,1288.55,1278.12,1279.83,13648.639,1077,1282.850141316654
39,2022-11-12 00:15:00,1279.82,1279.98,1271.12,1273.24,10161.871,919,1274.45566334487
40,2022-11-12 00:30:00,1273.25,1275.65,1267.59,1268.34,9246.981,918,1271.670128560878
41,2022-11-12 00:45:00,1268.35,1273.14,1265.24,1273.13,7096.407,865,1270.6713137944316
42,2022-11-12 01:00:00,1272.94,1272.95,1267.29,1267.76,7386.263,836,1270.0577070773145
43,2022-11-12 01:15:00,1267.76,1274.47,1267.76,1271.59,5125.754,836,1272.4818999058489
44,2022-11-12 01:30:00,1271.47,1272.31,1261.84,1271.31,12898.343,870,1266.2746956574197
45,2022-11-12 01:45:00,1271.31,1276.29,1269.42,1269.65,6755.433,927,1272.4988307411236
46,2022-11-12 02:00:00,1269.51,1273.24,1266.2,1272.8,4196.185,856,1270.2457396802097
47,2022-11-12 02:15:00,1272.8,1284.59,1271.45,1283.5,9316.675,1074,1279.215912658756
48,2022-11-12 02:30:00,1283.36,1286.15,1278.52,1279.42,8098.317,897,1281.7777072841172
49,2022-11-12 02:45:00,1279.06,1281.0,1272.51,1272.87,5845.9,751,1276.2078218648974
50,2022-11-12 03:00:00,1269.61,1275.5,1263.47,1269.61,9413.375,920,1269.119025079741
51,2022-11-12 03:15:00,1266.18,1267.27,1250.2,1259.25,15949.046,914,1258.158682256607
52,2022-11-12 03:30:00,1259.59,1265.41,1254.37,1258.49,11803.322,938,1259.8879264286802
53,2022-11-12 03:45:00,1258.68,1260.24,1253.71,1255.59,14607.609,900,1255.8438528981712
54,2022-11-12 04:00:00,1255.46,1262.76,1254.57,1258.86,10268.984,870,1259.070709841403
55,2022-11-12 04:15:00,1258.39,1262.47,1247.8,1254.39,17449.115,1094,1254.7837962630183
56,2022-11-12 04:30:00,1254.58,1265.16,1253.69,1261.48,14609.796,926,1261.0429984648656
57,2022-11-12 04:45:00,1261.47,1261.99,1251.23,1253.38,8107.564,881,1256.9307875435816
58,2022-11-12 05:00:00,1254.33,1254.33,1235.0,1237.56,26647.543,1205,1244.5656734303811
59,2022-11-12 05:15:00,1237.49,1249.78,1234.95,1241.93,23334.224,1128,1244.4073966385165
60,2022-11-12 05:30:00,1241.59,1250.98,1241.03,1246.45,13732.563,1028,1246.864111375277
61,2022-11-12 05:45:00,1245.96,1247.5,1235.32,1243.8,14808.398,1062,1240.7780748849411
62,2022-11-12 06:00:00,1243.79,1249.87,1239.65,1247.02,9659.082,980,1245.7334726809445
63,2022-11-12 06:15:00,1247.02,1254.96,1246.74,1250.31,11006.727,971,1250.3631008509628
64,2022-11-12 06:30:00,1250.76,1263.74,1249.52,1257.29,13578.303,1126,1257.9348596728166
65,2022-11-12 06:45:00,1257.29,1264.37,1255.06,1257.44,17878.197,950,1259.2248439554612
66,2022-11-12 07:00:00,1257.44,1263.84,1256.71,1261.53,13234.809,948,1260.5596457183474
67,2022-11-12 07:15:00,1261.85,1273.4,1260.83,1267.19,25367.71,1103,1267.7452656660769
68,2022-11-12 07:30:00,1267.05,1268.67,1261.34,1261.34,10323.995,984,1263.908430564912
69,2022-11-12 07:45:00,1261.2,1265.29,1260.19,1262.15,8903.187,917,1262.7337016205568
70,2022-11-12 08:00:00,1262.21,1263.67,1256.37,1259.12,6975.726,974,1259.829423889357
71,2022-11-12 08:15:00,1259.11,1260.99,1248.12,1249.09,13456.018,958,1253.6605624747235
72,2022-11-12 08:30:00,1249.16,1266.59,1245.67,1262.04,20575.163,1197,1256.5422682916274
73,2022-11-12 08:45:00,1262.01,1263.2,1256.63,1257.42,7472.923,991,1258.9290077711246
74,2022-11-12 09:00:00,1257.42,1259.48,1252.17,1258.48,7936.523,940,1255.4517381452808
75,2022-11-12 09:15:00,1258.48,1262.19,1256.55,1259.14,7179.497,898,1259.6204318436226
