ts,open,high,low,close,rec_count,volume,avg_price,ADOSC,NATR,TRANGE,ape_avg_price,bnb_avg_price,doge_avg_price,eth_avg_price,xrp_avg_price,matic_avg_price
2022-11-11 14:38:00,16540.1,16540.1,16486.5,16486.5,50,138.266,16514.112,,,,3.084732484542495,283.2446116948267,0.080925986216315,1213.6554019159553,0.3691503394751831,0.993500301987212
2022-11-11 14:39:00,16489.3,16493.3,16461.7,16467.7,52,85.896,16477.125,,,31.599999999998545,3.0696442622032087,282.07759102225486,0.0805647210062942,1210.132180529338,0.3679777544010741,0.990533876727827
2022-11-11 14:40:00,16465.5,16496.0,16447.4,16492.9,53,166.957,16483.79245283019,,,48.599999999998545,3.071029074558418,281.679925076286,0.0805772253147435,1210.6174232028072,0.3673026627251937,0.9894231341488836
2022-11-11 14:41:00,16492.9,16547.1,16472.8,16543.0,57,180.027,16513.319298245613,,,74.29999999999927,3.084393164703612,281.22318254336136,0.0807147917633734,1215.0290380580343,0.3676595067296057,0.9919303887589525
2022-11-11 14:42:00,16538.8,16547.0,16498.3,16498.3,54,92.253,16525.37037037037,,,48.70000000000073,3.0880945796228936,281.91231243615846,0.081038430033143,1216.5570025172983,0.3682237673513095,0.993090886152224
2022-11-11 14:43:00,16498.3,16547.0,16491.9,16499.8,64,145.493,16518.7765625,,,55.099999999998545,3.0790112542372885,281.8394907964906,0.0808779361543015,1214.6154162394598,0.3680402981112803,0.9918004557997164
2022-11-11 14:44:00,16502.3,16542.0,16502.3,16540.8,51,117.32,16525.329411764706,,,42.20000000000073,3.0891052871805003,282.228132824292,0.081012039712232,1215.8420466437728,0.3680781021497012,0.993852174303522
2022-11-11 14:45:00,16548.0,16743.6,16540.5,16733.5,70,662.534,16623.81714285714,,,203.09999999999854,3.1187005606961296,284.17348358958395,0.0818423211709702,1230.2246390802636,0.3718632250465587,1.00722018547089
2022-11-11 14:46:00,16747.6,16815.0,16686.9,16788.7,54,615.236,16744.72037037037,,,128.09999999999854,3.138482792549671,285.0599575093136,0.0823076764469359,1237.8396592712838,0.3752136333775764,1.0191777371754127
2022-11-11 14:47:00,16829.8,17285.2,16828.3,17163.6,58,895.307,17034.263793103448,577.0883523402263,,496.5,3.1949342889359,289.1955401687513,0.0845557460304044,1277.451467196052,0.3817171349074214,1.0435500290512347
2022-11-11 14:48:00,17184.1,17192.8,16901.0,16965.9,53,631.728,16998.718867924526,481.01158536187927,,291.7999999999993,3.19569471669909,288.6193110995628,0.0840524211404643,1270.8237689287907,0.3793768524139618,1.0299770250183538
2022-11-11 14:49:00,16968.7,17067.6,16917.4,16941.0,52,570.276,16977.77115384615,273.54836969669157,,150.1999999999971,3.197954042227213,288.0842974466912,0.0838849066123384,1273.8447112518224,0.3791869053925772,1.0309013442003487
2022-11-11 14:50:00,16945.1,17010.4,16918.2,17006.6,60,414.207,16966.593333333334,284.7385144753056,,92.20000000000073,3.198429519171837,287.76589899719625,0.0836352496570572,1275.511112564223,0.3781234696843452,1.0314126609483896
2022-11-11 14:51:00,17011.4,17011.8,16865.7,16865.7,55,350.564,16940.787272727273,151.8878905688017,,146.09999999999854,3.1877646461500966,286.6341721766656,0.0834861215411035,1273.6769864894268,0.3769647002336011,1.032703409182434
2022-11-11 14:52:00,16880.0,16914.4,16803.3,16827.8,54,349.113,16849.47037037037,21.642309508126004,0.8148081491002098,111.10000000000218,3.1646922749063493,285.10192748051725,0.0825668044445664,1266.597090039292,0.37466795681197,1.0246121565974018
2022-11-11 14:53:00,16816.4,16851.8,16773.4,16832.8,49,242.036,16819.414285714287,6.0770176903566835,0.7896512057605661,78.39999999999782,3.1508347115011803,284.2463628167501,0.0826425923601094,1257.6095597674107,0.3725979111616398,1.017044854654122
2022-11-11 14:54:00,16835.8,16884.6,16827.2,16838.5,49,206.667,16857.775510204083,-40.71008445084806,0.7573482988060682,57.39999999999782,3.167055391946487,285.19778947056085,0.0827290593129685,1256.390699453468,0.3745525520122045,1.0220917627983914
2022-11-11 14:55:00,16818.1,16824.3,16755.0,16809.7,56,276.683,16791.457142857143,-5.208169063583796,0.7399380854200582,83.5,3.15071678148891,284.2157785142652,0.0822570657040902,1247.8308087972523,0.3733003430566365,1.0167297704463425
2022-11-11 14:56:00,16804.9,16885.0,16802.6,16883.6,51,193.816,16844.647058823528,69.3619996879994,0.7189385136561615,82.40000000000146,3.167773588962551,285.3757110544438,0.0825422702264319,1250.2266373302589,0.3750690259195556,1.0195177860551212
2022-11-11 14:57:00,16868.3,16875.5,16841.0,16841.0,57,224.158,16859.81403508772,22.2393414783744,0.6873425982472496,42.599999999998545,3.1686146181299075,285.2834041721877,0.0827473002729885,1254.869267402158,0.3751346528709824,1.0207684410369438
2022-11-11 14:58:00,16843.9,16933.9,16843.4,16933.9,48,244.933,16887.95,78.87335934913006,0.673931231190795,92.90000000000146,3.193932683935566,286.5866396968747,0.0829129431002165,1261.472924217872,0.3754491172982357,1.0241963922844644
2022-11-11 14:59:00,16935.0,16948.9,16856.2,16858.7,48,203.624,16899.9875,33.57663810084273,0.6678607356871421,92.70000000000073,3.1843278184636765,286.63967522096345,0.0830328686123668,1264.7151305149398,0.3761019484836243,1.0266573190598085
2022-11-11 15:00:00,16843.9,16967.8,16830.7,16962.8,61,470.514,16918.49836065574,150.78304592674522,0.6740818951785021,137.09999999999854,3.188490536353054,286.8775334838922,0.0831075724360789,1262.8731086922298,0.376193436034813,1.0298106597217385
2022-11-11 15:01:00,16953.1,16992.9,16911.4,16927.0,52,264.119,16960.246153846154,133.15725884042877,0.6616483928041449,81.5,3.1961641252150232,287.549339925925,0.083377458979627,1265.6212956434033,0.3771136170009165,1.033918267102074
2022-11-11 15:02:00,16917.4,16960.0,16883.8,16928.9,51,216.26,16919.454901960784,126.48376144656584,0.6464701127528535,76.20000000000073,3.1837035306523167,287.2111699874991,0.0830205922250772,1261.787295191651,0.3764411721211256,1.0268366825013435
2022-11-11 15:03:00,16931.6,16940.0,16900.1,16918.3,46,127.681,16918.195652173912,108.69150628870307,0.6175154485851049,39.900000000001455,3.1864863223518034,287.04254698193137,0.082931481109268,1260.858534554569,0.3764262962079279,1.025278537975567
