Time,Price,Volume,Count,Open,High,Close,Low
2022-11-11 14:38:00,16514.112,138.266,50,16540.1,16540.1,16486.5,16486.5
2022-11-11 14:39:00,16477.125,85.896,52,16489.3,16493.3,16467.7,16461.7
2022-11-11 14:40:00,16483.79245283019,166.957,53,16465.5,16496.0,16492.9,16447.4
2022-11-11 14:41:00,16513.319298245613,180.027,57,16492.9,16547.1,16543.0,16472.8
2022-11-11 14:42:00,16525.37037037037,92.253,54,16538.8,16547.0,16498.3,16498.3
2022-11-11 14:43:00,16518.7765625,145.493,64,16498.3,16547.0,16499.8,16491.9
2022-11-11 14:44:00,16525.329411764706,117.32,51,16502.3,16542.0,16540.8,16502.3
2022-11-11 14:45:00,16623.81714285714,662.534,70,16548.0,16743.6,16733.5,16540.5
2022-11-11 14:46:00,16744.72037037037,615.236,54,16747.6,16815.0,16788.7,16686.9
2022-11-11 14:47:00,17034.263793103448,895.307,58,16829.8,17285.2,17163.6,16828.3
2022-11-11 14:48:00,16998.718867924526,631.728,53,17184.1,17192.8,16965.9,16901.0
2022-11-11 14:49:00,16977.77115384615,570.276,52,16968.7,17067.6,16941.0,16917.4
2022-11-11 14:50:00,16966.593333333334,414.207,60,16945.1,17010.4,17006.6,16918.2
2022-11-11 14:51:00,16940.787272727273,350.564,55,17011.4,17011.8,16865.7,16865.7
2022-11-11 14:52:00,16849.47037037037,349.113,54,16880.0,16914.4,16827.8,16803.3
2022-11-11 14:53:00,16819.414285714287,242.036,49,16816.4,16851.8,16832.8,16773.4
2022-11-11 14:54:00,16857.775510204083,206.667,49,16835.8,16884.6,16838.5,16827.2
2022-11-11 14:55:00,16791.457142857143,276.683,56,16818.1,16824.3,16809.7,16755.0
2022-11-11 14:56:00,16844.647058823528,193.816,51,16804.9,16885.0,16883.6,16802.6
2022-11-11 14:57:00,16859.81403508772,224.158,57,16868.3,16875.5,16841.0,16841.0
2022-11-11 14:58:00,16887.95,244.933,48,16843.9,16933.9,16933.9,16843.4
2022-11-11 14:59:00,16899.9875,203.624,48,16935.0,16948.9,16858.7,16856.2
2022-11-11 15:00:00,16918.49836065574,470.514,61,16843.9,16967.8,16962.8,16830.7
2022-11-11 15:01:00,16960.246153846154,264.119,52,16953.1,16992.9,16927.0,16911.4
2022-11-11 15:02:00,16919.454901960784,216.26,51,16917.4,16960.0,16928.9,16883.8
2022-11-11 15:03:00,16918.195652173912,127.681,46,16931.6,16940.0,16918.3,16900.1
2022-11-11 15:04:00,16902.72857142857,130.541,35,16906.1,16926.8,16856.4,16856.4
2022-11-11 15:05:00,16896.321739130435,176.214,46,16859.3,16919.7,16911.6,16858.6
2022-11-11 15:06:00,16928.96,194.845,55,16909.1,16969.3,16916.4,16907.5
2022-11-11 15:07:00,16902.598076923077,69.116,52,16917.9,16917.9,16890.6,16885.5
2022-11-11 15:08:00,16864.61509433962,270.694,53,16889.8,16892.7,16827.4,16825.8
2022-11-11 15:09:00,16756.674,327.147,50,16850.0,16853.7,16638.9,16632.1
2022-11-11 15:10:00,16715.91935483871,295.181,62,16659.6,16745.6,16743.3,16659.6
2022-11-11 15:11:00,16746.50192307692,203.197,52,16748.8,16766.5,16761.5,16711.9
2022-11-11 15:12:00,16789.780701754386,252.61599999999999,57,16762.5,16837.9,16785.4,16762.5
2022-11-11 15:13:00,16804.018604651163,121.05199999999999,43,16778.1,16841.0,16841.0,16776.4
2022-11-11 15:14:00,16878.266666666666,202.857,48,16837.7,16922.9,16874.4,16826.0
2022-11-11 15:15:00,16872.20625,92.81,48,16877.3,16889.6,16884.8,16846.7
2022-11-11 15:16:00,16878.957894736843,67.111,38,16887.5,16904.3,16833.2,16833.2
2022-11-11 15:17:00,16845.936585365853,98.962,41,16842.7,16878.6,16874.2,16802.5
2022-11-11 15:18:00,16843.292105263157,70.972,38,16874.2,16874.2,16849.1,16827.2
2022-11-11 15:19:00,16848.887931034482,77.575,58,16839.5,16862.8,16850.1,16831.3
2022-11-11 15:20:00,16903.02105263158,235.971,57,16851.7,16929.1,16915.8,16851.7
2022-11-11 15:21:00,16927.426086956522,115.227,46,16917.6,16943.9,16933.0,16909.0
2022-11-11 15:22:00,16917.6,72.672,45,16905.7,16931.0,16910.2,16898.0
2022-11-11 15:23:00,16908.089473684213,63.628,38,16921.7,16927.6,16879.6,16875.1
2022-11-11 15:24:00,16877.490243902437,58.636,41,16873.0,16900.4,16881.8,16855.9
2022-11-11 15:25:00,16887.636734693875,64.997,49,16881.8,16939.2,16939.2,16862.3
2022-11-11 15:26:00,16925.308333333334,79.949,48,16948.0,16950.0,16922.0,16910.2
2022-11-11 15:27:00,16924.79117647059,69.352,34,16923.0,16935.9,16916.2,16909.4
2022-11-11 15:28:00,16898.127027027025,34.678,37,16899.4,16911.7,16875.1,16875.1
2022-11-11 15:29:00,16897.199999999997,36.843,41,16868.6,16918.5,16901.9,16868.6
2022-11-11 15:30:00,16863.567391304347,71.704,46,16901.9,16903.6,16841.6,16835.9
2022-11-11 15:31:00,16841.7275,43.297,40,16845.7,16866.1,16821.1,16815.5
2022-11-11 15:32:00,16830.0375,41.827,40,16823.2,16844.8,16819.9,16816.4
2022-11-11 15:33:00,16818.452173913043,73.511,46,16822.1,16832.1,16792.0,16792.0
2022-11-11 15:34:00,16812.945098039214,62.188,51,16792.0,16828.3,16828.3,16792.0
2022-11-11 15:35:00,16821.63157894737,55.842,38,16840.4,16842.2,16799.2,16797.8
2022-11-11 15:36:00,16762.85217391304,107.38300000000001,46,16793.2,16794.4,16740.5,16728.4
2022-11-11 15:37:00,16722.77115384615,140.16,52,16740.8,16742.2,16723.0,16704.2
2022-11-11 15:38:00,16735.34912280702,149.685,57,16723.9,16770.0,16765.5,16709.5
2022-11-11 15:39:00,16787.75090909091,129.682,55,16763.6,16822.0,16789.5,16761.4
2022-11-11 15:40:00,16789.87692307692,114.233,52,16785.3,16806.6,16806.6,16775.9
2022-11-11 15:41:00,16795.125925925928,89.78,54,16815.4,16833.8,16755.1,16755.1
2022-11-11 15:42:00,16764.667307692307,73.398,52,16757.7,16778.7,16756.9,16753.4
2022-11-11 15:43:00,16752.33653846154,62.692,52,16753.1,16781.2,16780.0,16738.8
2022-11-11 15:44:00,16781.161224489795,54.147,49,16781.2,16791.4,16775.5,16773.6
2022-11-11 15:45:00,16736.217391304348,88.654,46,16775.5,16775.5,16725.6,16710.8
2022-11-11 15:46:00,16733.272727272728,49.988,44,16711.8,16752.6,16724.2,16711.8
2022-11-11 15:47:00,16768.092857142856,111.793,56,16730.6,16830.7,16828.4,16728.3
2022-11-11 15:48:00,16850.282978723404,128.269,47,16824.2,16869.7,16845.3,16824.2
2022-11-11 15:49:00,16834.4675,62.785000000000004,40,16850.0,16850.0,16850.0,16821.1
2022-11-11 15:50:00,16870.076315789473,84.22,38,16850.1,16911.5,16860.9,16850.1
2022-11-11 15:51:00,16851.845714285715,50.229,35,16860.9,16860.9,16854.0,16845.2
2022-11-11 15:52:00,16845.899999999998,43.313,43,16854.4,16869.7,16850.3,16821.8
2022-11-11 15:53:00,16851.45238095238,58.786,42,16851.3,16876.7,16847.3,16833.7
2022-11-11 15:54:00,16832.957575757577,36.416,33,16841.4,16844.0,16836.0,16826.1
2022-11-11 15:55:00,16822.59117647059,25.974,34,16826.5,16833.7,16818.2,16815.5
2022-11-11 15:56:00,16824.715,52.077999999999996,40,16806.3,16833.7,16829.6,16806.3
2022-11-11 15:57:00,16833.541025641025,26.384,39,16831.6,16845.3,16815.4,16815.4
2022-11-11 15:58:00,16832.935555555556,35.089,45,16815.3,16850.8,16850.8,16813.6
2022-11-11 15:59:00,16841.38974358974,30.193,39,16847.4,16859.7,16830.9,16829.1
2022-11-11 16:00:00,16838.61,76.211,50,16831.0,16866.8,16864.8,16821.8
2022-11-11 16:01:00,16870.97358490566,135.067,53,16857.6,16892.8,16821.7,16815.2
2022-11-11 16:02:00,16795.826923076922,77.837,52,16815.4,16817.8,16794.7,16772.1
2022-11-11 16:03:00,16838.600000000002,92.056,43,16793.3,16865.0,16838.6,16793.3
2022-11-11 16:04:00,16832.920000000002,46.199,40,16843.2,16844.1,16837.0,16824.1
2022-11-11 16:05:00,16828.14210526316,35.438,38,16830.8,16843.7,16819.8,16810.2
2022-11-11 16:06:00,16799.088888888888,24.688,36,16819.8,16819.8,16790.8,16780.2
2022-11-11 16:07:00,16785.572916666668,91.502,48,16784.6,16810.0,16795.6,16755.8
2022-11-11 16:08:00,16792.016216216216,28.687,37,16795.6,16804.5,16793.9,16779.3
2022-11-11 16:09:00,16759.72105263158,88.939,38,16782.0,16787.9,16745.4,16726.8
2022-11-11 16:10:00,16740.033333333333,114.176,42,16741.5,16759.0,16716.9,16714.5
2022-11-11 16:11:00,16730.950980392157,64.837,51,16716.9,16753.1,16724.4,16716.9
2022-11-11 16:12:00,16718.263636363637,105.644,44,16723.7,16734.4,16682.3,16668.6
2022-11-11 16:13:00,16690.311627906976,130.85999999999999,43,16686.3,16706.1,16666.2,16661.8
2022-11-11 16:14:00,16684.7,154.04999999999998,44,16667.3,16698.4,16654.1,16654.1
2022-11-11 16:15:00,16674.10980392157,131.234,51,16664.0,16696.2,16641.8,16641.4
2022-11-11 16:16:00,16632.196153846155,196.55700000000002,52,16643.8,16650.0,16607.2,16591.6
2022-11-11 16:17:00,16647.807407407407,135.838,54,16614.4,16672.0,16634.8,16610.2
2022-11-11 16:18:00,16685.326470588236,162.313,68,16641.8,16712.3,16692.7,16641.8
2022-11-11 16:19:00,16707.315789473683,94.67,57,16692.7,16713.4,16707.5,16692.7
2022-11-11 16:20:00,16720.086440677966,156.63,59,16706.1,16756.4,16714.2,16706.1
2022-11-11 16:21:00,16697.45,51.955,50,16714.4,16718.4,16694.4,16680.1
2022-11-11 16:22:00,16729.109615384616,158.02800000000002,52,16700.0,16750.0,16713.6,16698.9
2022-11-11 16:23:00,16708.88857142857,35.656,35,16716.8,16724.0,16700.7,16693.2
2022-11-11 16:24:00,16676.344736842104,34.82,38,16684.6,16685.1,16681.8,16668.1
2022-11-11 16:25:00,16685.03125,37.586999999999996,48,16681.8,16693.2,16677.3,16676.8
2022-11-11 16:26:00,16660.85111111111,115.956,45,16677.3,16696.9,16638.6,16632.3
2022-11-11 16:27:00,16633.97843137255,64.015,51,16636.2,16646.0,16629.2,16620.1
2022-11-11 16:28:00,16638.785454545454,125.185,55,16629.2,16657.0,16602.6,16602.1
2022-11-11 16:29:00,16581.824528301884,192.284,53,16602.6,16615.2,16556.4,16551.6
2022-11-11 16:30:00,16573.241791044777,316.522,67,16556.4,16608.8,16605.3,16510.5
2022-11-11 16:31:00,16631.7,176.327,50,16600.1,16651.3,16641.7,16590.7
2022-11-11 16:32:00,16650.39423076923,101.95,52,16635.0,16668.4,16655.7,16630.4
2022-11-11 16:33:00,16656.021276595744,79.34700000000001,47,16649.1,16675.0,16665.9,16631.2
2022-11-11 16:34:00,16664.399999999998,85.87100000000001,48,16669.8,16686.9,16654.1,16645.6
