Time,Price,Volume,Count,Open,High,Close,Low
2022-11-11 16:35:00,16639.871794871793,57.632,39,16654.1,16656.9,16641.7,16627.0
2022-11-11 16:36:00,16677.80181818182,128.22,55,16641.7,16695.7,16681.9,16641.7
2022-11-11 16:37:00,16700.207575757577,103.493,66,16681.9,16711.4,16707.6,16681.9
2022-11-11 16:38:00,16698.83095238095,38.019999999999996,42,16707.6,16713.9,16683.9,16683.9
2022-11-11 16:39:00,16705.668421052633,35.057,38,16696.8,16714.4,16697.2,16693.7
2022-11-11 16:40:00,16706.308823529413,44.717999999999996,34,16690.7,16720.8,16708.8,16690.7
2022-11-11 16:41:00,16722.3,77.346,47,16712.1,16740.4,16734.6,16707.3
2022-11-11 16:42:00,16721.852272727272,55.385,44,16724.4,16734.3,16733.3,16710.1
2022-11-11 16:43:00,16737.751111111113,35.699999999999996,45,16732.3,16746.6,16730.9,16728.9
2022-11-11 16:44:00,16722.95238095238,44.118,42,16736.1,16736.1,16709.9,16709.8
2022-11-11 16:45:00,16726.885454545456,37.536,55,16709.9,16742.6,16732.5,16709.9
2022-11-11 16:46:00,16730.14,26.675,45,16732.5,16741.6,16741.6,16714.9
2022-11-11 16:47:00,16738.25744680851,28.935,47,16741.6,16752.1,16737.1,16726.1
2022-11-11 16:48:00,16742.90882352941,18.695,34,16738.7,16749.3,16744.7,16737.9
2022-11-11 16:49:00,16761.526666666665,127.751,45,16744.7,16798.0,16790.8,16744.7
2022-11-11 16:50:00,16811.026829268292,195.71,41,16811.8,16835.0,16796.1,16784.3
2022-11-11 16:51:00,16775.21379310345,36.723,29,16786.3,16787.1,16781.0,16759.5
2022-11-11 16:52:00,16774.46176470588,32.61,34,16781.0,16785.0,16750.9,16750.8
2022-11-11 16:53:00,16764.4375,24.489,32,16756.1,16777.5,16765.5,16756.1
2022-11-11 16:54:00,16744.460714285717,44.608,28,16765.8,16765.8,16744.2,16731.4
2022-11-11 16:55:00,16751.20277777778,63.892,36,16734.0,16760.8,16753.0,16734.0
2022-11-11 16:56:00,16752.30769230769,17.216,26,16750.8,16757.1,16754.1,16744.3
2022-11-11 16:57:00,16773.586486486485,29.614,37,16756.9,16792.8,16780.6,16755.4
2022-11-11 16:58:00,16794.695454545454,91.12,44,16773.4,16821.3,16793.9,16772.2
2022-11-11 16:59:00,16791.132258064517,15.628,31,16795.6,16804.8,16790.0,16783.4
2022-11-11 17:00:00,16769.583333333332,57.663,36,16789.5,16789.5,16748.0,16744.8
2022-11-11 17:01:00,16762.10714285714,95.393,42,16763.1,16777.5,16769.0,16744.4
2022-11-11 17:02:00,16770.91176470588,76.8,34,16774.6,16785.7,16775.8,16762.1
2022-11-11 17:03:00,16799.14642857143,58.684,56,16780.8,16810.7,16804.0,16780.8
2022-11-11 17:04:00,16816.297777777778,73.446,45,16799.9,16835.0,16835.0,16798.6
2022-11-11 17:05:00,16814.151724137933,54.804,29,16842.1,16842.1,16810.9,16804.1
2022-11-11 17:06:00,16818.579310344827,31.852,29,16807.7,16825.6,16814.8,16807.7
2022-11-11 17:07:00,16811.175,34.574999999999996,24,16814.0,16819.1,16799.9,16799.9
2022-11-11 17:08:00,16783.234375,52.506,32,16797.7,16797.7,16789.9,16773.2
2022-11-11 17:09:00,16792.546875,35.77,32,16788.0,16799.0,16797.5,16782.8
2022-11-11 17:10:00,16834.718867924526,214.38,53,16800.0,16884.3,16884.3,16800.0
2022-11-11 17:11:00,16871.38,123.861,45,16886.0,16897.2,16872.7,16848.9
2022-11-11 17:12:00,16856.84074074074,44.617999999999995,27,16863.7,16865.7,16854.1,16849.4
2022-11-11 17:13:00,16849.71891891892,32.22,37,16854.1,16859.9,16843.0,16839.0
2022-11-11 17:14:00,16845.984848484848,36.824,33,16840.6,16851.3,16844.9,16840.5
2022-11-11 17:15:00,16860.278260869567,20.891000000000002,46,16844.9,16872.8,16856.4,16844.9
2022-11-11 17:16:00,16860.665,26.043,40,16855.3,16869.9,16863.0,16844.9
2022-11-11 17:17:00,16838.325714285715,17.287,35,16864.5,16864.5,16830.1,16827.8
2022-11-11 17:18:00,16842.182142857142,22.059,28,16831.8,16848.5,16845.0,16831.8
2022-11-11 17:19:00,16832.8,1.964,12,16846.3,16846.3,16820.1,16815.8
2022-11-11 17:20:00,16802.937142857143,91.021,35,16822.9,16822.9,16806.5,16793.4
2022-11-11 17:21:00,16802.18,51.383,30,16794.8,16812.9,16805.6,16794.7
2022-11-11 17:22:00,16799.63333333333,33.14,27,16807.8,16810.6,16800.0,16791.0
2022-11-11 17:23:00,16812.1,19.45,32,16800.0,16826.1,16806.9,16800.0
2022-11-11 17:24:00,16800.48888888889,36.07,18,16801.4,16806.9,16799.3,16794.5
2022-11-11 17:25:00,16792.4,27.595000000000002,23,16799.3,16800.8,16780.5,16776.2
2022-11-11 17:26:00,16783.936666666665,75.98700000000001,30,16784.4,16794.1,16765.7,16765.7
2022-11-11 17:27:00,16767.216666666667,42.881,24,16769.1,16777.2,16753.3,16748.4
2022-11-11 17:28:00,16770.496875,25.081,32,16756.3,16778.3,16775.0,16756.3
2022-11-11 17:29:00,16785.102857142858,37.368,35,16770.1,16791.6,16783.0,16770.1
2022-11-11 17:30:00,16778.643333333333,32.072,30,16787.1,16787.1,16779.3,16771.3
2022-11-11 17:31:00,16791.92432432432,58.717999999999996,37,16779.3,16806.7,16806.1,16779.3
2022-11-11 17:32:00,16800.641666666666,24.918,24,16799.1,16806.0,16795.5,16795.5
2022-11-11 17:33:00,16752.858333333334,73.807,36,16795.2,16795.2,16746.0,16739.6
2022-11-11 17:34:00,16744.94,37.374,30,16738.6,16755.8,16754.1,16735.3
2022-11-11 17:35:00,16749.509677419355,34.192,31,16748.2,16755.9,16747.6,16743.6
2022-11-11 17:36:00,16737.025,45.963,32,16747.1,16751.3,16727.3,16724.9
2022-11-11 17:37:00,16718.34857142857,62.249,35,16731.7,16731.7,16716.1,16706.1
2022-11-11 17:38:00,16737.055319148934,66.141,47,16716.1,16748.2,16740.6,16716.1
2022-11-11 17:39:00,16750.122580645162,19.138,31,16745.6,16767.7,16736.0,16725.9
2022-11-11 17:40:00,16736.796875,61.916,32,16736.1,16759.2,16759.2,16720.4
2022-11-11 17:41:00,16754.28387096774,25.454,31,16760.0,16765.6,16745.8,16738.3
2022-11-11 17:42:00,16751.321428571428,60.658,42,16740.9,16761.6,16758.4,16738.3
2022-11-11 17:43:00,16756.8875,52.941,32,16755.5,16763.7,16756.1,16752.1
2022-11-11 17:44:00,16775.9375,64.846,48,16754.7,16788.5,16785.1,16754.7
2022-11-11 17:45:00,16790.531914893618,59.782000000000004,47,16786.7,16806.7,16779.4,16774.0
2022-11-11 17:46:00,16761.994444444445,51.138,36,16774.6,16775.9,16763.3,16746.2
2022-11-11 17:47:00,16776.02258064516,39.544,31,16763.3,16790.5,16790.2,16763.3
2022-11-11 17:48:00,16779.755172413792,12.602,29,16790.2,16790.2,16777.6,16773.6
2022-11-11 17:49:00,16793.719999999998,53.568,35,16780.0,16804.1,16794.9,16780.0
2022-11-11 17:50:00,16814.14210526316,95.027,38,16796.5,16831.4,16798.1,16796.5
2022-11-11 17:51:00,16811.626190476192,33.543,42,16796.0,16821.8,16820.7,16796.0
2022-11-11 17:52:00,16812.286956521737,46.309,46,16820.7,16825.0,16819.5,16800.1
2022-11-11 17:53:00,16839.544680851064,70.684,47,16824.7,16853.0,16853.0,16824.7
2022-11-11 17:54:00,16849.785454545457,78.524,55,16853.0,16859.9,16854.3,16837.4
2022-11-11 17:55:00,16875.597435897438,85.717,39,16854.2,16900.0,16900.0,16854.2
2022-11-11 17:56:00,16887.856410256412,131.07,39,16906.0,16906.0,16876.0,16874.8
2022-11-11 17:57:00,16889.404347826086,64.064,46,16880.2,16911.8,16899.2,16873.1
2022-11-11 17:58:00,16886.861538461537,35.6,39,16893.6,16900.0,16876.3,16873.3
2022-11-11 17:59:00,16870.416666666668,42.531,24,16873.1,16875.0,16865.3,16863.7
2022-11-11 18:00:00,16867.529166666667,93.836,48,16858.0,16897.4,16897.4,16846.4
2022-11-11 18:01:00,16936.957142857143,176.167,49,16900.0,16968.1,16938.0,16900.0
2022-11-11 18:02:00,16929.645714285714,54.476,35,16920.4,16940.6,16934.9,16914.7
2022-11-11 18:03:00,16950.70857142857,61.144999999999996,35,16925.4,16974.9,16952.7,16925.4
2022-11-11 18:04:00,16946.78181818182,63.085,44,16950.8,16960.0,16948.8,16930.3
2022-11-11 18:05:00,16932.42258064516,55.967999999999996,31,16949.1,16950.0,16925.1,16919.4
2022-11-11 18:06:00,16935.273333333334,22.684,30,16927.4,16946.2,16941.3,16923.8
2022-11-11 18:07:00,16951.42121212121,65.645,33,16939.2,16964.2,16952.3,16936.0
2022-11-11 18:08:00,16965.28222222222,79.761,45,16950.6,16993.4,16993.4,16947.1
2022-11-11 18:09:00,16961.455172413793,53.782,29,16990.1,16990.1,16955.5,16950.3
2022-11-11 18:10:00,16957.716,78.762,25,16954.4,16970.0,16950.6,16944.1
2022-11-11 18:11:00,16943.248148148148,74.22399999999999,27,16950.6,16953.9,16949.6,16922.8
2022-11-11 18:12:00,16947.133333333335,79.417,18,16943.4,16952.3,16951.2,16943.4
2022-11-11 18:13:00,16961.189473684208,37.5,38,16951.2,16968.0,16968.0,16946.4
2022-11-11 18:14:00,16960.34814814815,13.619,27,16968.0,16974.9,16946.5,16946.5
2022-11-11 18:15:00,16945.474193548387,27.292,31,16940.3,16969.5,16969.5,16923.4
2022-11-11 18:16:00,16966.143333333333,40.09,30,16969.5,16974.2,16967.9,16956.6
2022-11-11 18:17:00,16983.910256410258,54.475,39,16967.9,16996.6,16981.4,16964.0
2022-11-11 18:18:00,16959.848387096776,59.357,31,16980.1,16980.1,16953.1,16943.8
2022-11-11 18:19:00,16944.848,30.927,25,16959.2,16960.2,16929.3,16929.3
2022-11-11 18:20:00,16918.616666666665,35.079,24,16925.1,16926.3,16907.7,16907.7
2022-11-11 18:21:00,16898.0,33.75,27,16907.1,16909.3,16896.5,16888.0
2022-11-11 18:22:00,16893.90322580645,26.934,31,16893.3,16905.0,16873.2,16873.2
2022-11-11 18:23:00,16893.286486486486,46.341,37,16873.9,16898.9,16895.0,16873.9
2022-11-11 18:24:00,16926.645454545454,118.124,33,16895.0,16945.9,16924.3,16895.0
2022-11-11 18:25:00,16904.761290322578,43.119,31,16924.3,16924.5,16903.5,16886.9
2022-11-11 18:26:00,16907.774999999998,12.879,28,16907.5,16909.6,16909.3,16904.1
2022-11-11 18:27:00,16910.776,12.676,25,16909.3,16912.4,16912.4,16907.3
2022-11-11 18:28:00,16913.253125,24.534,32,16912.4,16917.7,16907.3,16907.3
2022-11-11 18:29:00,16915.86666666667,47.156,24,16909.0,16922.6,16914.9,16909.0
2022-11-11 18:30:00,16897.306249999998,52.282000000000004,32,16900.2,16904.0,16904.0,16885.9
2022-11-11 18:31:00,16901.3375,57.796,32,16901.3,16906.0,16904.5,16895.6
2022-11-11 18:32:00,16914.527906976742,48.602000000000004,43,16904.5,16922.8,16922.8,16904.5
2022-11-11 18:33:00,16926.480000000003,43.129000000000005,40,16920.0,16936.2,16917.3,16916.7
2022-11-11 18:34:00,16908.493939393942,24.114,33,16906.7,16913.3,16913.3,16902.4
2022-11-11 18:35:00,16909.492857142857,33.229,28,16913.3,16918.8,16892.9,16885.1
2022-11-11 18:36:00,16888.875862068966,37.375,29,16891.7,16895.1,16884.2,16884.2
2022-11-11 18:37:00,16888.624390243902,98.523,41,16884.2,16897.3,16879.2,16879.2
2022-11-11 18:38:00,16855.366666666665,77.112,39,16879.2,16879.2,16847.5,16837.0
2022-11-11 18:39:00,16862.151020408164,49.033,49,16849.5,16870.4,16861.3,16849.5
2022-11-11 18:40:00,16871.242307692308,54.219,52,16864.3,16882.0,16870.5,16864.3
2022-11-11 18:41:00,16843.55,21.794,28,16856.3,16857.2,16820.4,16820.4
2022-11-11 18:42:00,16808.25681818182,141.779,44,16823.2,16834.2,16780.8,16779.6
2022-11-11 18:43:00,16787.572881355933,158.076,59,16771.4,16802.8,16790.7,16768.8
2022-11-11 18:44:00,16804.682456140352,50.327999999999996,57,16790.7,16818.1,16797.9,16788.3
2022-11-11 18:45:00,16803.243749999998,48.617,48,16797.9,16814.0,16794.2,16792.2
2022-11-11 18:46:00,16775.683333333334,188.949,48,16783.7,16787.1,16781.5,16753.6
2022-11-11 18:47:00,16789.83392857143,48.679,56,16781.5,16796.8,16789.6,16777.4
2022-11-11 18:48:00,16792.907692307694,125.294,52,16791.4,16807.3,16807.3,16778.6
2022-11-11 18:49:00,16817.461016949153,83.29599999999999,59,16812.3,16827.9,16826.2,16807.5
2022-11-11 18:50:00,16818.58095238095,41.342,42,16826.2,16826.2,16822.7,16813.6
2022-11-11 18:51:00,16822.818750000002,28.279,48,16823.7,16831.3,16818.2,16815.5
2022-11-11 18:52:00,16818.941935483872,18.421,31,16818.2,16826.8,16799.7,16798.1
2022-11-11 18:53:00,16799.771794871795,30.683,39,16805.7,16806.9,16799.1,16791.1
2022-11-11 18:54:00,16789.670967741935,31.341,31,16799.1,16803.2,16783.4,16777.5
2022-11-11 18:55:00,16787.24423076923,39.18,52,16783.4,16794.4,16794.4,16780.1
2022-11-11 18:56:00,16808.54464285714,69.402,56,16794.4,16817.7,16811.0,16794.4
2022-11-11 18:57:00,16795.042424242423,21.849,33,16811.0,16811.0,16782.1,16782.1
2022-11-11 18:58:00,16796.574468085106,38.04,47,16780.1,16806.4,16799.6,16780.1
2022-11-11 18:59:00,16798.966666666667,12.312,33,16799.6,16799.6,16799.3,16792.6
2022-11-11 19:00:00,16786.957142857143,34.651,42,16792.6,16799.8,16775.1,16775.1
2022-11-11 19:01:00,16726.65,197.581,38,16767.8,16767.8,16682.1,16682.1
2022-11-11 19:02:00,16671.22909090909,171.041,55,16673.4,16695.6,16628.8,16628.8
2022-11-11 19:03:00,16666.827586206895,96.661,58,16628.5,16682.5,16682.5,16628.5
2022-11-11 19:04:00,16693.36851851852,124.77,54,16689.6,16707.8,16705.2,16681.3
2022-11-11 19:05:00,16706.354545454546,41.632,44,16703.0,16711.4,16705.4,16690.7
2022-11-11 19:06:00,16693.10425531915,82.695,47,16705.4,16710.0,16695.0,16670.9
2022-11-11 19:07:00,16714.928787878787,73.748,66,16689.8,16750.0,16745.2,16689.8
2022-11-11 19:08:00,16754.40882352941,146.226,34,16745.2,16761.8,16759.3,16733.7
2022-11-11 19:09:00,16752.10303030303,52.491,33,16757.7,16757.7,16752.5,16743.0
2022-11-11 19:10:00,16777.65471698113,107.297,53,16752.5,16810.0,16807.7,16748.9
2022-11-11 19:11:00,16825.166666666668,134.982,42,16813.4,16844.8,16803.3,16803.3
2022-11-11 19:12:00,16770.267741935484,84.972,31,16791.3,16791.9,16753.9,16753.9
2022-11-11 19:13:00,16735.789285714283,35.128,28,16752.5,16753.9,16740.0,16726.5
2022-11-11 19:14:00,16742.61707317073,93.365,41,16738.3,16762.4,16743.4,16726.1
2022-11-11 19:15:00,16758.8,107.577,63,16743.4,16785.8,16766.6,16741.2
2022-11-11 19:16:00,16775.291304347826,33.133,46,16762.7,16784.4,16783.7,16759.4
2022-11-11 19:17:00,16774.166666666668,23.37,30,16786.2,16792.7,16767.5,16765.8
2022-11-11 19:18:00,16780.578260869566,26.922,23,16775.8,16790.4,16765.5,16765.5
2022-11-11 19:19:00,16780.07307692308,20.751,26,16769.4,16790.0,16790.0,16769.4
2022-11-11 19:20:00,16783.223333333335,10.888,30,16794.8,16794.8,16773.4,16771.1
2022-11-11 19:21:00,16773.72,27.39,25,16768.8,16779.2,16776.4,16768.8
2022-11-11 19:22:00,16783.36153846154,7.732,26,16777.4,16786.3,16785.0,16777.4
2022-11-11 19:23:00,16794.476315789474,49.935,38,16785.0,16807.1,16785.5,16785.0
2022-11-11 19:24:00,16754.908695652175,11.496,23,16769.5,16769.5,16756.0,16748.2
2022-11-11 19:25:00,16750.836363636365,35.405,33,16757.1,16759.8,16747.2,16736.0
2022-11-11 19:26:00,16757.04705882353,32.071,34,16744.6,16772.2,16772.2,16742.7
2022-11-11 19:27:00,16771.2875,44.237,40,16772.2,16788.3,16765.3,16757.3
2022-11-11 19:28:00,16780.346153846152,18.001,39,16765.3,16786.2,16779.2,16765.3
2022-11-11 19:29:00,16778.856,10.111,25,16781.3,16784.1,16773.6,16773.5
2022-11-11 19:30:00,16763.145454545454,21.359,22,16773.7,16773.7,16763.6,16758.1
2022-11-11 19:31:00,16765.15925925926,24.171,27,16757.0,16773.0,16773.0,16757.0
2022-11-11 19:32:00,16770.58205128205,40.222,39,16776.9,16779.8,16765.3,16759.6
2022-11-11 19:33:00,16746.648,24.008,25,16740.1,16751.2,16748.5,16740.1
2022-11-11 19:34:00,16739.145454545454,42.488,22,16742.8,16743.0,16741.9,16732.4
