Time,Price,Volume,Count,Open,High,Close,Low,ADOSC,NATR,TRANGE
11/11/2022 14:59,16899.9875,203.624,48,16935,16948.9,16858.7,16856.2,33.5766381,0.829812237,92.7
11/11/2022 15:00,16918.49836,470.514,61,16843.9,16967.8,16962.8,16830.7,150.7830459,0.817959823,137.1
11/11/2022 15:01,16960.24615,264.119,52,16953.1,16992.9,16927,16911.4,133.1572588,0.780662059,81.5
11/11/2022 15:02,16919.4549,216.26,51,16917.4,16960,16928.9,16883.8,126.4837614,0.624005891,76.2
11/11/2022 15:03,16918.19565,127.681,46,16931.6,16940,16918.3,16900.1,108.6915063,0.51744889,39.9
11/11/2022 15:04,16902.72857,130.541,35,16906.1,16926.8,16856.4,16856.4,49.9960377,0.501955077,70.4
11/11/2022 15:05,16896.32174,176.214,46,16859.3,16919.7,16911.6,16858.6,62.64140759,0.486884742,63.3
11/11/2022 15:06,16928.96,194.845,55,16909.1,16969.3,16916.4,16907.5,17.98019603,0.455148061,61.8
11/11/2022 15:07,16902.59808,69.116,52,16917.9,16917.9,16890.6,16885.5,-16.99308174,0.415247403,32.4
11/11/2022 15:08,16864.61509,270.694,53,16889.8,16892.7,16827.4,16825.8,-111.7655989,0.42622284,66.9
11/11/2022 15:09,16756.674,327.147,50,16850,16853.7,16638.9,16632.1,-238.0795608,0.554438361,221.6
11/11/2022 15:10,16715.91935,295.181,62,16659.6,16745.6,16743.3,16659.6,-179.2123241,0.513853303,106.7
11/11/2022 15:11,16746.50192,203.197,52,16748.8,16766.5,16761.5,16711.9,-86.0259694,0.482253312,54.6
11/11/2022 15:12,16789.7807,252.616,57,16762.5,16837.9,16785.4,16762.5,-71.6378929,0.502754378,76.4
11/11/2022 15:13,16804.0186,121.052,43,16778.1,16841,16841,16776.4,-20.72278043,0.485967447,64.6
11/11/2022 15:14,16878.26667,202.857,48,16837.7,16922.9,16874.4,16826,1.923408017,0.499315202,96.9
11/11/2022 15:15,16872.20625,92.81,48,16877.3,16889.6,16884.8,16846.7,33.9351435,0.442973036,42.9
11/11/2022 15:16,16878.95789,67.111,38,16887.5,16904.3,16833.2,16833.2,22.59234043,0.451655063,71.1
11/11/2022 15:17,16845.93659,98.962,41,16842.7,16878.6,16874.2,16802.5,43.74498537,0.452496184,76.1
11/11/2022 15:18,16843.29211,70.972,38,16874.2,16874.2,16849.1,16827.2,46.88402539,0.444278263,47
11/11/2022 15:19,16848.88793,77.575,58,16839.5,16862.8,16850.1,16831.3,48.68586774,0.423754821,31.5
11/11/2022 15:20,16903.02105,235.971,57,16851.7,16929.1,16915.8,16851.7,94.27541358,0.446604161,79
11/11/2022 15:21,16927.42609,115.227,46,16917.6,16943.9,16933,16909,118.1169978,0.418903259,34.9
11/11/2022 15:22,16917.6,72.672,45,16905.7,16931,16910.2,16898,111.1064941,0.420464177,35
11/11/2022 15:23,16908.08947,63.628,38,16921.7,16927.6,16879.6,16875.1,81.36331578,0.422829925,52.5
11/11/2022 15:24,16877.49024,58.636,41,16873,16900.4,16881.8,16855.9,64.85955847,0.354340835,44.5
11/11/2022 15:25,16887.63673,64.997,49,16881.8,16939.2,16939.2,16862.3,72.89256153,0.354945268,76.9
11/11/2022 15:26,16925.30833,79.949,48,16948,16950,16922,16910.2,59.19790324,0.335248001,39.8
11/11/2022 15:27,16924.79118,69.352,34,16923,16935.9,16916.2,16909.4,37.47208767,0.311766893,26.5
11/11/2022 15:28,16898.12703,34.678,37,16899.4,16911.7,16875.1,16875.1,14.14379152,0.309629112,41.1
11/11/2022 15:29,16897.2,36.843,41,16868.6,16918.5,16901.9,16868.6,7.237851001,0.295306708,49.9
11/11/2022 15:30,16863.56739,71.704,46,16901.9,16903.6,16841.6,16835.9,-15.2184005,0.312572572,67.7
11/11/2022 15:31,16841.7275,43.297,40,16845.7,16866.1,16821.1,16815.5,-33.74857244,0.298593235,50.6
11/11/2022 15:32,16830.0375,41.827,40,16823.2,16844.8,16819.9,16816.4,-48.2893497,0.272169672,28.4
11/11/2022 15:33,16818.45217,73.511,46,16822.1,16832.1,16792,16792,-73.23777224,0.274710179,40.1
11/11/2022 15:34,16812.9451,62.188,51,16792,16828.3,16828.3,16792,-56.9988749,0.274386995,36.3
11/11/2022 15:35,16821.63158,55.842,38,16840.4,16842.2,16799.2,16797.8,-61.82138404,0.265261309,44.4
11/11/2022 15:36,16762.85217,107.383,46,16793.2,16794.4,16740.5,16728.4,-79.81340438,0.290048419,70.8
11/11/2022 15:37,16722.77115,140.16,52,16740.8,16742.2,16723,16704.2,-80.38744771,0.278392367,38
11/11/2022 15:38,16735.34912,149.685,57,16723.9,16770,16765.5,16709.5,-32.7723034,0.289602656,60.5
11/11/2022 15:39,16787.75091,129.682,55,16763.6,16822,16789.5,16761.4,-13.31003421,0.295195079,60.6
11/11/2022 15:40,16789.87692,114.233,52,16785.3,16806.6,16806.6,16775.9,32.20866993,0.265929919,30.7
11/11/2022 15:41,16795.12593,89.78,54,16815.4,16833.8,16755.1,16755.1,19.33553345,0.300291984,78.7
11/11/2022 15:42,16764.66731,73.398,52,16757.7,16778.7,16756.9,16753.4,-4.580878642,0.27856916,25.3
11/11/2022 15:43,16752.33654,62.692,52,16753.1,16781.2,16780,16738.8,4.869931451,0.285461528,42.4
11/11/2022 15:44,16781.16122,54.147,49,16781.2,16791.4,16775.5,16773.6,-5.257126216,0.263855689,17.8
11/11/2022 15:45,16736.21739,88.654,46,16775.5,16775.5,16725.6,16710.8,-24.22509119,0.282220734,64.7
11/11/2022 15:46,16733.27273,49.988,44,16711.8,16752.6,16724.2,16711.8,-36.01979406,0.269071166,40.8
11/11/2022 15:47,16768.09286,111.793,56,16730.6,16830.7,16828.4,16728.3,-3.597766607,0.322309641,106.5
11/11/2022 15:48,16850.28298,128.269,47,16824.2,16869.7,16845.3,16824.2,7.032805926,0.299839652,45.5
11/11/2022 15:49,16834.4675,62.785,40,16850,16850,16850,16821.1,30.71937597,0.290455654,28.9
11/11/2022 15:50,16870.07632,84.22,38,16850.1,16911.5,16860.9,16850.1,20.24644677,0.309468125,61.5
11/11/2022 15:51,16851.84571,50.229,35,16860.9,16860.9,16854,16845.2,16.05560246,0.271136427,15.7
11/11/2022 15:52,16845.9,43.313,43,16854.4,16869.7,16850.3,16821.8,15.49974594,0.287591319,47.9
11/11/2022 15:53,16851.45238,58.786,42,16851.3,16876.7,16847.3,16833.7,6.990415897,0.279240261,43
11/11/2022 15:54,16832.95758,36.416,33,16841.4,16844,16836,16826.1,4.103729357,0.256233996,21.2
11/11/2022 15:55,16822.59118,25.974,34,16826.5,16833.7,16818.2,16815.5,-3.262617805,0.252454021,20.5
11/11/2022 15:56,16824.715,52.078,40,16806.3,16833.7,16829.6,16806.3,5.631764155,0.236049711,27.4
11/11/2022 15:57,16833.54103,26.384,39,16831.6,16845.3,16815.4,16815.4,0.363487306,0.238942345,29.9
11/11/2022 15:58,16832.93556,35.089,45,16815.3,16850.8,16850.8,16813.6,9.339920658,0.23940835,37.2
11/11/2022 15:59,16841.38974,30.193,39,16847.4,16859.7,16830.9,16829.1,3.686369858,0.241809212,30.6
11/11/2022 16:00,16838.61,76.211,50,16831,16866.8,16864.8,16821.8,23.13192101,0.239747218,45
11/11/2022 16:01,16870.97358,135.067,53,16857.6,16892.8,16821.7,16815.2,-6.792281556,0.266893358,77.6
11/11/2022 16:02,16795.82692,77.837,52,16815.4,16817.8,16794.7,16772.1,-18.68748693,0.235127087,49.6
11/11/2022 16:03,16838.6,92.056,43,16793.3,16865,16838.6,16793.3,-14.1339061,0.252945283,71.7
11/11/2022 16:04,16832.92,46.199,40,16843.2,16844.1,16837,16824.1,-6.723269296,0.229209479,20
11/11/2022 16:05,16828.14211,35.438,38,16830.8,16843.7,16819.8,16810.2,-7.893659746,0.224436544,33.5
11/11/2022 16:06,16799.08889,24.688,36,16819.8,16819.8,16790.8,16780.2,-11.30477511,0.236102839,39.6
11/11/2022 16:07,16785.57292,91.502,48,16784.6,16810,16795.6,16755.8,1.971433502,0.244164477,54.2
11/11/2022 16:08,16792.01622,28.687,37,16795.6,16804.5,16793.9,16779.3,8.672226909,0.226082089,25.2
11/11/2022 16:09,16759.72105,88.939,38,16782,16787.9,16745.4,16726.8,-0.444329061,0.260473523,67.1
11/11/2022 16:10,16740.03333,114.176,42,16741.5,16759,16716.9,16714.5,-36.54355866,0.260837835,44.5
11/11/2022 16:11,16730.95098,64.837,51,16716.9,16753.1,16724.4,16716.9,-60.07091446,0.260686316,36.2
11/11/2022 16:12,16718.26364,105.644,44,16723.7,16734.4,16682.3,16668.6,-83.85143046,0.286563204,65.8
11/11/2022 16:13,16690.31163,130.86,43,16686.3,16706.1,16666.2,16661.8,-119.3231778,0.280890532,44.3
11/11/2022 16:14,16684.7,154.05,44,16667.3,16698.4,16654.1,16654.1,-172.0026947,0.286213138,44.3
11/11/2022 16:15,16674.1098,131.234,51,16664,16696.2,16641.8,16641.4,-219.0634896,0.294295088,54.8
11/11/2022 16:16,16632.19615,196.557,52,16643.8,16650,16607.2,16591.6,-247.5293917,0.289159722,58.4
11/11/2022 16:17,16647.80741,135.838,54,16614.4,16672,16634.8,16610.2,-245.4839471,0.296930398,64.8
11/11/2022 16:18,16685.32647,162.313,68,16641.8,16712.3,16692.7,16641.8,-199.4015168,0.303134504,77.5
11/11/2022 16:19,16707.31579,94.67,57,16692.7,16713.4,16707.5,16692.7,-149.4710808,0.280462201,20.7
11/11/2022 16:20,16720.08644,156.63,59,16706.1,16756.4,16714.2,16706.1,-149.2427073,0.298410267,50.3
11/11/2022 16:21,16697.45,51.955,50,16714.4,16718.4,16694.4,16680.1,-139.7684998,0.293487637,38.3
11/11/2022 16:22,16729.10962,158.028,52,16700,16750,16713.6,16698.9,-144.5389361,0.300572255,55.6
11/11/2022 16:23,16708.88857,35.656,35,16716.8,16724,16700.7,16693.2,-139.1704593,0.292991046,30.8
11/11/2022 16:24,16676.34474,34.82,38,16684.6,16685.1,16681.8,16668.1,-117.5446075,0.281174027,32.6
11/11/2022 16:25,16685.03125,37.587,48,16681.8,16693.2,16677.3,16676.8,-109.2420569,0.26429005,16.4
11/11/2022 16:26,16660.85111,115.956,45,16677.3,16696.9,16638.6,16632.3,-125.6132976,0.29483784,64.6
11/11/2022 16:27,16633.97843,64.015,51,16636.2,16646,16629.2,16620.1,-126.9467057,0.264560064,25.9
11/11/2022 16:28,16638.78545,125.185,55,16629.2,16657,16602.6,16602.1,-155.0576422,0.280601298,54.9
11/11/2022 16:29,16581.82453,192.284,53,16602.6,16615.2,16556.4,16551.6,-204.4077851,0.292140804,63.6
11/11/2022 16:30,16573.24179,316.522,67,16556.4,16608.8,16605.3,16510.5,-112.4741361,0.321511806,98.3
11/11/2022 16:31,16631.7,176.327,50,16600.1,16651.3,16641.7,16590.7,-26.3114883,0.306528513,60.6
11/11/2022 16:32,16650.39423,101.95,52,16635,16668.4,16655.7,16630.4,22.08479,0.287212986,38
11/11/2022 16:33,16656.02128,79.347,47,16649.1,16675,16665.9,16631.2,54.63166391,0.276775398,43.8
11/11/2022 16:34,16664.4,85.871,48,16669.8,16686.9,16654.1,16645.6,46.9037754,0.283667218,41.3
11/11/2022 16:35,16639.87179,57.632,39,16654.1,16656.9,16641.7,16627,39.17174048,0.271684316,29.9
11/11/2022 16:36,16677.80182,128.22,55,16641.7,16695.7,16681.9,16641.7,52.3929013,0.28651679,54
11/11/2022 16:37,16700.20758,103.493,66,16681.9,16711.4,16707.6,16681.9,77.48460226,0.266579946,29.5
11/11/2022 16:38,16698.83095,38.02,42,16707.6,16713.9,16683.9,16683.9,68.60806154,0.266860067,30
11/11/2022 16:39,16705.66842,35.057,38,16696.8,16714.4,16697.2,16693.7,51.35720606,0.26606457,30.5
11/11/2022 16:40,16706.30882,44.718,34,16690.7,16720.8,16708.8,16690.7,42.5147084,0.270822029,30.1
11/11/2022 16:41,16722.3,77.346,47,16712.1,16740.4,16734.6,16707.3,51.01775598,0.259887366,33.1
11/11/2022 16:42,16721.85227,55.385,44,16724.4,16734.3,16733.3,16710.1,66.02439267,0.255960669,24.5
11/11/2022 16:43,16737.75111,35.7,45,16732.3,16746.6,16730.9,16728.9,57.36918909,0.239453148,17.7
11/11/2022 16:44,16722.95238,44.118,42,16736.1,16736.1,16709.9,16709.8,34.6822471,0.229295873,26.3
11/11/2022 16:45,16726.88545,37.536,55,16709.9,16742.6,16732.5,16709.9,26.81376505,0.20714179,32.7
11/11/2022 16:46,16730.14,26.675,45,16732.5,16741.6,16741.6,16714.9,29.64472557,0.192040586,26.7
11/11/2022 16:47,16738.25745,28.935,47,16741.6,16752.1,16737.1,16726.1,26.69147213,0.187352249,26
11/11/2022 16:48,16742.90882,18.695,34,16738.7,16749.3,16744.7,16737.9,24.20476412,0.170030583,12.2
11/11/2022 16:49,16761.52667,127.751,45,16744.7,16798,16790.8,16744.7,50.65325092,0.190329096,53.3
11/11/2022 16:50,16811.02683,195.71,41,16811.8,16835,16796.1,16784.3,23.58315757,0.196942544,50.7
11/11/2022 16:51,16775.21379,36.723,29,16786.3,16787.1,16781,16759.5,16.8847681,0.185066444,36.6
11/11/2022 16:52,16774.46176,32.61,34,16781,16785,16750.9,16750.8,2.294307687,0.186189664,34.2
11/11/2022 16:53,16764.4375,24.489,32,16756.1,16777.5,16765.5,16756.1,-4.829776521,0.181743594,26.6
11/11/2022 16:54,16744.46071,44.608,28,16765.8,16765.8,16744.2,16731.4,-10.93598773,0.186529598,34.4
11/11/2022 16:55,16751.20278,63.892,36,16734,16760.8,16753,16734,-3.943987059,0.182181632,26.8
11/11/2022 16:56,16752.30769,17.216,26,16750.8,16757.1,16754.1,16744.3,2.185012041,0.169059779,12.8
11/11/2022 16:57,16773.58649,29.614,37,16756.9,16792.8,16780.6,16755.4,7.76894033,0.184347798,38.7
11/11/2022 16:58,16794.69545,91.12,44,16773.4,16821.3,16793.9,16772.2,5.981252837,0.19996414,49.1
11/11/2022 16:59,16791.13226,15.628,31,16795.6,16804.8,16790,16783.4,2.800807993,0.187196082,21.4
11/11/2022 17:00,16769.58333,57.663,36,16789.5,16789.5,16748,16744.8,-14.47531108,0.201783298,45.2
11/11/2022 17:01,16762.10714,95.393,42,16763.1,16777.5,16769,16744.4,-5.463362683,0.199094891,33.1
11/11/2022 17:02,16770.91176,76.8,34,16774.6,16785.7,16775.8,16762.1,2.654681535,0.194348738,23.6
11/11/2022 17:03,16799.14643,58.684,56,16780.8,16810.7,16804,16780.8,16.03841176,0.206911053,34.9
11/11/2022 17:04,16816.29778,73.446,45,16799.9,16835,16835,16798.6,43.42471851,0.200877801,36.4
11/11/2022 17:05,16814.15172,54.804,29,16842.1,16842.1,16810.9,16804.1,39.48370787,0.197099633,38
11/11/2022 17:06,16818.57931,31.852,29,16807.7,16825.6,16814.8,16807.7,32.18716049,0.182164918,17.9
11/11/2022 17:07,16811.175,34.575,24,16814,16819.1,16799.9,16799.9,15.27496743,0.17728677,19.2
11/11/2022 17:08,16783.23438,52.506,32,16797.7,16797.7,16789.9,16773.2,13.03658492,0.180407401,26.7
11/11/2022 17:09,16792.54688,35.77,32,16788,16799,16797.5,16782.8,20.2094426,0.169416745,16.2
11/11/2022 17:10,16834.71887,214.38,53,16800,16884.3,16884.3,16800,89.5183896,0.218533062,86.8
11/11/2022 17:11,16871.38,123.861,45,16886,16897.2,16872.7,16848.9,109.1628503,0.21656285,48.3
11/11/2022 17:12,16856.84074,44.618,27,16863.7,16865.7,16854.1,16849.4,101.265706,0.20122766,23.3
11/11/2022 17:13,16849.71892,32.22,37,16854.1,16859.9,16843,16839,82.50140556,0.189992546,20.9
11/11/2022 17:14,16845.98485,36.824,33,16840.6,16851.3,16844.9,16840.5,65.15520874,0.182058401,10.8
11/11/2022 17:15,16860.27826,20.891,46,16844.9,16872.8,16856.4,16844.9,50.9684183,0.182311236,27.9
11/11/2022 17:16,16860.665,26.043,40,16855.3,16869.9,16863,16844.9,44.24355001,0.178104595,25
11/11/2022 17:17,16838.32571,17.287,35,16864.5,16864.5,16830.1,16827.8,32.65934209,0.187930487,36.7
11/11/2022 17:18,16842.18214,22.059,28,16831.8,16848.5,16845,16831.8,29.02808903,0.174426965,18.4
11/11/2022 17:19,16832.8,1.964,12,16846.3,16846.3,16820.1,16815.8,24.45495401,0.177298457,30.5
11/11/2022 17:20,16802.93714,91.021,35,16822.9,16822.9,16806.5,16793.4,17.12121791,0.173898326,29.5
11/11/2022 17:21,16802.18,51.383,30,16794.8,16812.9,16805.6,16794.7,15.79847388,0.169536081,18.2
11/11/2022 17:22,16799.63333,33.14,27,16807.8,16810.6,16800,16791,12.96034721,0.170296296,19.6
11/11/2022 17:23,16812.1,19.45,32,16800,16826.1,16806.9,16800,7.704598203,0.172582557,26.1
11/11/2022 17:24,16800.48889,36.07,18,16801.4,16806.9,16799.3,16794.5,2.262561456,0.165816433,12.4
11/11/2022 17:25,16792.4,27.595,23,16799.3,16800.8,16780.5,16776.2,-5.880130635,0.147785293,24.6
11/11/2022 17:26,16783.93667,75.987,30,16784.4,16794.1,16765.7,16765.7,-32.85435643,0.142041324,28.4
11/11/2022 17:27,16767.21667,42.881,24,16769.1,16777.2,16753.3,16748.4,-49.90372732,0.144348344,28.8
11/11/2022 17:28,16770.49688,25.081,32,16756.3,16778.3,16775,16756.3,-46.75554475,0.144172214,25
11/11/2022 17:29,16785.10286,37.368,35,16770.1,16791.6,16783,16770.1,-38.83918417,0.146680172,21.5
11/11/2022 17:30,16778.64333,32.072,30,16787.1,16787.1,16779.3,16771.3,-31.94066434,0.139960812,15.8
11/11/2022 17:31,16791.92432,58.718,37,16779.3,16806.7,16806.1,16779.3,-8.350079409,0.145227692,27.4
11/11/2022 17:32,16800.64167,24.918,24,16799.1,16806,16795.5,16795.5,-5.868741991,0.128981639,10.6
11/11/2022 17:33,16752.85833,73.807,36,16795.2,16795.2,16746,16739.6,-22.39777391,0.161330732,55.9
11/11/2022 17:34,16744.94,37.374,30,16738.6,16755.8,16754.1,16735.3,-17.20404855,0.14345278,20.5
11/11/2022 17:35,16749.50968,34.192,31,16748.2,16755.9,16747.6,16743.6,-17.31866129,0.133854005,12.3
11/11/2022 17:36,16737.025,45.963,32,16747.1,16751.3,16727.3,16724.9,-27.75669894,0.142686241,26.4
11/11/2022 17:37,16718.34857,62.249,35,16731.7,16731.7,16716.1,16706.1,-33.83614086,0.144696165,25.6
11/11/2022 17:38,16737.05532,66.141,47,16716.1,16748.2,16740.6,16716.1,-22.16747792,0.149303025,32.1
11/11/2022 17:39,16750.12258,19.138,31,16745.6,16767.7,16736,16725.9,-18.52536553,0.164138517,41.8
11/11/2022 17:40,16736.79688,61.916,32,16736.1,16759.2,16759.2,16720.4,4.349259134,0.167989986,38.8
11/11/2022 17:41,16754.28387,25.454,31,16760,16765.6,16745.8,16738.3,9.662672938,0.163137424,27.3
11/11/2022 17:42,16751.32143,60.658,42,16740.9,16761.6,16758.4,16738.3,24.95682767,0.159381431,23.3
11/11/2022 17:43,16756.8875,52.941,32,16755.5,16763.7,16756.1,16752.1,23.71700852,0.149772322,11.6
11/11/2022 17:44,16775.9375,64.846,48,16754.7,16788.5,16785.1,16754.7,37.5355551,0.1628905,33.8
11/11/2022 17:45,16790.53191,59.782,47,16786.7,16806.7,16779.4,16774,27.03707352,0.168775734,32.7
11/11/2022 17:46,16761.99444,51.138,36,16774.6,16775.9,16763.3,16746.2,22.74965496,0.17128953,33.2
11/11/2022 17:47,16776.02258,39.544,31,16763.3,16790.5,16790.2,16763.3,31.23219424,0.174784497,27.2
11/11/2022 17:48,16779.75517,12.602,29,16790.2,16790.2,16777.6,16773.6,29.78570497,0.156128807,16.6
11/11/2022 17:49,16793.72,53.568,35,16780,16804.1,16794.9,16780,30.51740753,0.162120644,26.5
11/11/2022 17:50,16814.14211,95.027,38,16796.5,16831.4,16798.1,16796.5,0.578909784,0.17502244,36.5
11/11/2022 17:51,16811.62619,33.543,42,16796,16821.8,16820.7,16796,-1.958594307,0.170324527,25.8
11/11/2022 17:52,16812.28696,46.309,46,16820.7,16825,16819.5,16800.1,5.406774495,0.169720992,24.9
11/11/2022 17:53,16839.54468,70.684,47,16824.7,16853,16853,16824.7,30.4187186,0.173302478,33.5
11/11/2022 17:54,16849.78545,78.524,55,16853,16859.9,16854.3,16837.4,50.43351606,0.161812976,22.5
11/11/2022 17:55,16875.59744,85.717,39,16854.2,16900,16900,16854.2,81.31011356,0.173143984,45.8
11/11/2022 17:56,16887.85641,131.07,39,16906,16906,16876,16874.8,48.05353648,0.169060599,31.2
11/11/2022 17:57,16889.40435,64.064,46,16880.2,16911.8,16899.2,16873.1,37.19076749,0.177457447,38.7
11/11/2022 17:58,16886.86154,35.6,39,16893.6,16900,16876.3,16873.3,20.5841104,0.178525177,26.7
11/11/2022 17:59,16870.41667,42.531,24,16873.1,16875,16865.3,16863.7,2.218842417,0.165246591,12.6
11/11/2022 18:00,16867.52917,93.836,48,16858,16897.4,16897.4,16846.4,24.36097439,0.186821641,51
11/11/2022 18:01,16936.95714,176.167,49,16900,16968.1,16938,16900,37.70697831,0.207903334,70.7
11/11/2022 18:02,16929.64571,54.476,35,16920.4,16940.6,16934.9,16914.7,49.44275584,0.189827582,25.9
11/11/2022 18:03,16950.70857,61.145,35,16925.4,16974.9,16952.7,16925.4,51.75343771,0.210984419,49.5
11/11/2022 18:04,16946.78182,63.085,44,16950.8,16960,16948.8,16930.3,52.92750347,0.204419585,29.7
11/11/2022 18:05,16932.42258,55.968,31,16949.1,16950,16925.1,16919.4,37.42256481,0.202891301,30.6
11/11/2022 18:06,16935.27333,22.684,30,16927.4,16946.2,16941.3,16923.8,31.73750447,0.198221703,22.4
11/11/2022 18:07,16951.42121,65.645,33,16939.2,16964.2,16952.3,16936,29.78554192,0.201585232,28.2
11/11/2022 18:08,16965.28222,79.761,45,16950.6,16993.4,16993.4,16947.1,51.65773525,0.212885264,46.3
11/11/2022 18:09,16961.45517,53.782,29,16990.1,16990.1,16955.5,16950.3,43.26843457,0.219662581,43.1
11/11/2022 18:10,16957.716,78.762,25,16954.4,16970,16950.6,16944.1,23.4210153,0.205656437,25.9
11/11/2022 18:11,16943.24815,74.224,27,16950.6,16953.9,16949.6,16922.8,30.25849001,0.20767714,31.1
11/11/2022 18:12,16947.13333,79.417,18,16943.4,16952.3,16951.2,16943.4,49.32763149,0.187988002,8.9
11/11/2022 18:13,16961.18947,37.5,38,16951.2,16968,16968,16946.4,64.57613196,0.190921473,21.6
11/11/2022 18:14,16960.34815,13.619,27,16968,16974.9,16946.5,16946.5,60.61027924,0.199640044,28.4
11/11/2022 18:15,16945.47419,27.292,31,16940.3,16969.5,16969.5,16923.4,62.16167775,0.204526422,46.1
11/11/2022 18:16,16966.14333,40.09,30,16969.5,16974.2,16967.9,16956.6,60.76911697,0.173876031,17.6
11/11/2022 18:17,16983.91026,54.475,39,16967.9,16996.6,16981.4,16964,55.84467642,0.182081572,32.6
11/11/2022 18:18,16959.84839,59.357,31,16980.1,16980.1,16953.1,16943.8,39.54431262,0.179984126,37.6
11/11/2022 18:19,16944.848,30.927,25,16959.2,16960.2,16929.3,16929.3,19.44063537,0.178039782,30.9
11/11/2022 18:20,16918.61667,35.079,24,16925.1,16926.3,16907.7,16907.7,-1.712426719,0.171288164,21.6
11/11/2022 18:21,16898,33.75,27,16907.1,16909.3,16896.5,16888,-12.37817069,0.170878256,21.3
11/11/2022 18:22,16893.90323,26.934,31,16893.3,16905,16873.2,16873.2,-24.18605043,0.176590359,31.8
11/11/2022 18:23,16893.28649,46.341,37,16873.9,16898.9,16895,16873.9,-16.67334865,0.166368748,25.7
11/11/2022 18:24,16926.64545,118.124,33,16895,16945.9,16924.3,16895,-6.398478873,0.178874951,50.9
11/11/2022 18:25,16904.76129,43.119,31,16924.3,16924.5,16903.5,16886.9,-3.218937838,0.178156398,37.6
11/11/2022 18:26,16907.775,12.879,28,16907.5,16909.6,16909.3,16904.1,2.025238174,0.156476679,6.1
11/11/2022 18:27,16910.776,12.676,25,16909.3,16912.4,16912.4,16907.3,8.019743073,0.154655756,5.1
11/11/2022 18:28,16913.25313,24.534,32,16912.4,16917.7,16907.3,16907.3,1.936700252,0.152670411,10.4
11/11/2022 18:29,16915.86667,47.156,24,16909,16922.6,16914.9,16909,-2.713728519,0.149714157,15.3
11/11/2022 18:30,16897.30625,52.282,32,16900.2,16904,16904,16885.9,12.26570776,0.148919388,29
11/11/2022 18:31,16901.3375,57.796,32,16901.3,16906,16904.5,16895.6,30.36352819,0.138929476,10.4
11/11/2022 18:32,16914.52791,48.602,43,16904.5,16922.8,16922.8,16904.5,50.47113398,0.136633549,18.3
11/11/2022 18:33,16926.48,43.129,40,16920,16936.2,16917.3,16916.7,41.23030809,0.130493637,19.5
11/11/2022 18:34,16908.49394,24.114,33,16906.7,16913.3,16913.3,16902.4,41.37439676,0.122825101,14.9
11/11/2022 18:35,16909.49286,33.229,28,16913.3,16918.8,16892.9,16885.1,31.99343298,0.134849552,33.7
11/11/2022 18:36,16888.87586,37.375,29,16891.7,16895.1,16884.2,16884.2,13.35522662,0.122083894,10.9
11/11/2022 18:37,16888.62439,98.523,41,16884.2,16897.3,16879.2,16879.2,-26.83183295,0.119913529,18.1
11/11/2022 18:38,16855.36667,77.112,39,16879.2,16879.2,16847.5,16837,-53.15869564,0.135769567,42.2
11/11/2022 18:39,16862.15102,49.033,49,16849.5,16870.4,16861.3,16849.5,-57.0806741,0.117694892,22.9
