ts_BTC,size BID,price BID,size BTC,price BTC,size ASK,price ASK,Saldo,price BTC_EUR,size BID_norm,price BID_norm,size BID_Low,size BID_Medium,size BID_High,Saldo_binned,price BTC_binned,size BTC_binned
2023-01-02 14:00:00,546.46787651,16573.976430976432,7.319514,16719.079069767442,496.76562496,16827.60476190476,49.70225154999997,15883.125116279069,0.2350115930365192,0.0180748576558267,1,0,0,Low,Low,Low
2023-01-02 15:00:00,542.78337022,16587.478395061727,15.477627,16742.835443037973,399.90290268,16828.60576923077,142.88046754000004,15905.693670886074,0.2334270503214084,0.0219475373930695,1,0,0,Low,Low,Low
2023-01-02 16:00:00,626.96838879,16589.978723404256,9.543045,16750.051020408162,428.87658175,16843.623595505618,198.09180704,15912.548469387752,0.2696312924633207,0.0226646901604299,1,0,0,Medium,Low,Low
2023-01-02 17:00:00,545.15154899,16580.977491961414,4.49898,16733.370860927153,461.92620354,16834.61224489796,83.22534545000002,15896.702317880794,0.2344454989608552,0.0200829260260624,1,0,0,Low,Low,Low
2023-01-02 18:00:00,557.35884277,16579.977346278316,1.16716,16733.266666666666,408.93481336,16833.61111111111,148.42402941,15896.603333333333,0.2396953145149266,0.0197960608043246,1,0,0,Low,Low,Low
2023-01-02 19:00:00,632.07650892,16584.018927444795,5.038244,16738.774647887323,473.04194984,16836.113989637306,159.03455908,15901.835915492957,0.2718280683412368,0.0209552810030286,1,0,0,Low,Low,Low
2023-01-02 20:00:00,584.44007638,16586.978328173376,15.468384,16738.41379310345,461.84553273,16840.619565217392,122.59454365000003,15901.493103448276,0.2513417517999987,0.0218041064897178,1,0,0,Low,Low,Low
2023-01-02 21:00:00,564.50944887,16585.478125,15.110706,16749.483870967742,415.79339374,16837.615789473683,148.71605513000003,15912.009677419355,0.242770473006346,0.0213738130602152,1,0,0,Low,Low,Low
2023-01-02 22:00:00,607.68119491,16598.979827089337,18.068851,16740.929663608564,416.30403091,16854.731707317074,191.37716400000005,15903.883180428134,0.2613367259319977,0.0252464176508775,1,0,0,Medium,Low,Low
2023-01-02 23:00:00,536.10832147,16570.97594501718,9.399823,16711.178571428572,545.59895388,16822.43859649123,-9.49063240999999,15875.619642857144,0.2305564079510783,0.0172142479620909,1,0,0,Low,Low,Low
2023-01-03 00:00:00,583.7147049600001,16557.473484848484,3.629158,16703.52475247525,491.85886877,16813.153846153848,91.85583619000003,15868.348514851485,0.2510298017288508,0.0133414259365016,1,0,0,Low,Low,Low
2023-01-03 01:00:00,500.83056644,16573.47635135135,10.948286,16697.248888888887,573.62517276,16816.6584681413,-72.79460632000007,15862.386444444444,0.2153850103909864,0.0179314230992817,1,0,0,Low,Low,Low
2023-01-03 02:00:00,287.91165639,16564.474820143885,2.406393,16706.633027522937,394.48524812,16820.163090128757,-106.57359172999998,15871.30137614679,0.1238180320023965,0.0153495729853947,1,0,0,Low,Low,Low
2023-01-03 03:00:00,526.771548,16569.97577854671,1.438553,16707.76551724138,438.35970042,16820.66379310345,88.41184758000009,15872.37724137931,0.2265410758495478,0.0169273767780477,1,0,0,Low,Low,Low
2023-01-03 04:00:00,552.91426332,16569.97577854671,5.413878,16715.170731707316,468.33394194,16825.671171171172,84.58032138000004,15879.41219512195,0.2377838980496209,0.0169273767780477,1,0,0,Low,Low,Low
2023-01-03 05:00:00,562.58622706,16577.89802631579,0.671004,16727.72463768116,523.82959385,16824.66964285714,38.75663321000002,15891.338405797102,0.2419433806176456,0.0191996631072752,1,0,0,Low,Low,Low
2023-01-03 06:00:00,581.94181138,16586.978328173376,22.256222,16773.86101694915,449.44900538,16842.702127659573,132.49280599999997,15935.167966101691,0.2502673588434959,0.0218041064897178,1,0,0,Low,Low,Low
2023-01-03 07:00:00,516.63614149,16592.47904191617,4.924097,16749.80412371134,455.21341178,16848.6797752809,61.42272971,15912.313917525771,0.2221822871039037,0.0233818401081391,1,0,0,Low,Low,Low
2023-01-03 08:00:00,688.87581702,16590.978851963748,2.962031,16744.5641025641,386.0007883,16847.17679558011,302.87502872,15907.335897435896,0.2962549312068142,0.022951550470716,1,0,0,Medium,Low,Low
2023-01-03 09:00:00,546.63305864,16581.977635782747,25.389311,16765.73275862069,444.9620259,16854.191616766468,101.67103273999992,15927.446120689654,0.2350826305433538,0.0203697907138025,1,0,0,Low,Low,Low
2023-01-03 10:00:00,569.0703621,16595.979472140763,13.529332,16762.1843575419,344.60131276,16852.187134502925,224.46904934000003,15924.075139664805,0.2447319194700047,0.0243858455340744,1,0,0,Medium,Low,Low
2023-01-03 11:00:00,586.2249440100001,16589.978723404256,1.669353,16750.637426900586,377.95029749,16841.165803108808,208.2746465200001,15913.105555555556,0.2521093441931042,0.0226646901604299,1,0,0,Medium,Low,Low
2023-01-03 12:00:00,524.73484965,16585.478125,6.691818,16740.733695652172,403.40699179,16841.666666666668,121.32785786,15903.697010869562,0.2256651822346747,0.0213738130602152,1,0,0,Low,Low,Low
2023-01-03 13:00:00,608.47037166,16579.477272727272,58.75004,16754.917159763314,399.54830065,16843.67021276596,208.92207101,15917.171301775148,0.2616761158452518,0.0196526279899558,1,0,0,Medium,Low,Low
2023-01-03 14:00:00,579.64490054,16587.978461538463,89.787108,16754.382494004796,482.45927778,16844.171122994652,97.18562276,15916.663369304557,0.2492795593793834,0.0220909681783609,1,0,0,Low,Low,Low
2023-01-03 15:00:00,548.48476408,16553.47265625,43.807917,16666.394793926247,678.87314553,16810.603846153845,-130.38838145,15833.075054229934,0.2358789669136963,0.0121938945293926,1,0,0,Low,Low,Low
2023-01-03 16:00:00,537.79873131,16557.97358490566,17.52477,16663.14769230769,465.21846403,16815.616,72.58026727999999,15829.990307692306,0.2312833782387375,0.0134848663534503,1,0,0,Low,Low,Low
2023-01-03 17:00:00,510.59818669,16531.466981132075,8.674212,16639.68202764977,555.40960833,16789.095709570956,-44.81142163999999,15807.69792626728,0.2195856305807557,0.0058821511715239,1,0,0,Low,Low,Low
2023-01-03 18:00:00,514.34429351,16532.467289719625,6.431445,16651.76651982379,605.42274795,16790.09634551495,-91.07845443999996,15819.178193832598,0.221196664951295,0.0061690631180768,1,0,0,Low,Low,Low
2023-01-03 19:00:00,489.14008897,16540.969696969696,17.373633,16650.344537815126,581.2656438,16800.103202846974,-92.12555483,15817.82731092437,0.210357454606503,0.0086077527833081,1,0,0,Low,Low,Low
2023-01-03 20:00:00,461.25839507,16541.469827586207,5.984233,16670.438144329895,471.4681084,16799.102473498235,-10.20971333,15836.9162371134,0.198366774858147,0.0087512019653903,1,0,0,Low,Low,Low
2023-01-03 21:00:00,528.43799863,16548.97165991903,13.820239,16677.506493506495,508.83825138,16811.111969111967,19.599747250000064,15843.631168831169,0.2272577423437875,0.01090290329447,1,0,0,Low,Low,Low
2023-01-03 22:00:00,485.84482388,16553.972762645913,8.652493,16675.356,529.27836783,16811.612403100775,-43.43354395,15841.588199999998,0.2089403072652459,0.0123373367644399,1,0,0,Low,Low,Low
2023-01-03 23:00:00,455.52845143,16557.473484848484,1.131146,16690.46046511628,489.93640418,16813.113725490195,-34.40795274999999,15855.937441860466,0.1959025802719145,0.0133414259365016,1,0,0,Low,Low,Low
2023-01-04 00:00:00,516.54715779,16557.473484848484,3.518761,16681.37786259542,522.43153755,16815.115537848607,-5.884379760000002,15847.308969465646,0.2221440191617424,0.0133414259365016,1,0,0,Low,Low,Low
2023-01-04 01:00:00,533.9153297400001,16571.47602739726,10.24527,16724.37084398977,495.63617725,16807.10861423221,38.27915249000006,15888.152301790282,0.2296132994864515,0.017357683308834,1,0,0,Low,Low,Low
