Time,Price,Volume,Count,Open,High,Close,Low,ADOSC,NATR,TRANGE,Price_binned,Volume_binned,ADOSC_binned,NATR_binned,TRANGE_binned
2022-11-11 15:10:00,16715.91935483871,295.181,62,16659.6,16745.6,16743.3,16659.6,-179.2123241233325,0.5138533025150352,106.69999999999709,High,Low,Medium,Medium,Low
2022-11-11 15:11:00,16746.50192307692,203.197,52,16748.8,16766.5,16761.5,16711.9,-86.0259693999933,0.48225331198811977,54.599999999998545,High,Low,Medium,Medium,Low
2022-11-11 15:12:00,16789.780701754386,252.61599999999999,57,16762.5,16837.9,16785.4,16762.5,-71.6378928984376,0.5027543778124651,76.40000000000146,High,Low,Medium,Medium,Low
2022-11-11 15:13:00,16804.018604651163,121.05199999999999,43,16778.1,16841.0,16841.0,16776.4,-20.72278042976143,0.485967447169275,64.59999999999854,High,Low,Medium,Medium,Low
2022-11-11 15:14:00,16878.266666666666,202.857,48,16837.7,16922.9,16874.4,16826.0,1.9234080171952428,0.4993152019890751,96.90000000000146,High,Low,Medium,Medium,Low
2022-11-11 15:15:00,16872.20625,92.81,48,16877.3,16889.6,16884.8,16846.7,33.93514350299233,0.44297303557703305,42.89999999999782,High,Low,Medium,Medium,Low
2022-11-11 15:16:00,16878.957894736843,67.111,38,16887.5,16904.3,16833.2,16833.2,22.59234042872822,0.4516550626143558,71.09999999999854,High,Low,Medium,Medium,Low
2022-11-11 15:17:00,16845.936585365853,98.962,41,16842.7,16878.6,16874.2,16802.5,43.74498537030445,0.4524961841812394,76.09999999999854,High,Low,Medium,Medium,Low
2022-11-11 15:18:00,16843.292105263157,70.972,38,16874.2,16874.2,16849.1,16827.2,46.88402539494268,0.4442782634614815,47.0,High,Low,Medium,Medium,Low
2022-11-11 15:19:00,16848.887931034482,77.575,58,16839.5,16862.8,16850.1,16831.3,48.685867742854384,0.42375482110557705,31.5,High,Low,Medium,Medium,Low
2022-11-11 15:20:00,16903.02105263158,235.971,57,16851.7,16929.1,16915.8,16851.7,94.27541358086398,0.4466041610013505,79.0,High,Low,Medium,Medium,Low
2022-11-11 15:21:00,16927.426086956522,115.227,46,16917.6,16943.9,16933.0,16909.0,118.11699782125584,0.4189032592505103,34.900000000001455,High,Low,High,Medium,Low
2022-11-11 15:22:00,16917.6,72.672,45,16905.7,16931.0,16910.2,16898.0,111.10649405155084,0.4204641774392564,35.0,High,Low,High,Medium,Low
2022-11-11 15:23:00,16908.089473684213,63.628,38,16921.7,16927.6,16879.6,16875.1,81.36331577743965,0.42282992487973503,52.5,High,Low,Medium,Medium,Low
2022-11-11 15:24:00,16877.490243902437,58.636,41,16873.0,16900.4,16881.8,16855.9,64.85955847102969,0.35434083516633713,44.5,High,Low,Medium,Medium,Low
2022-11-11 15:25:00,16887.636734693875,64.997,49,16881.8,16939.2,16939.2,16862.3,72.89256153013207,0.3549452683059935,76.90000000000146,High,Low,Medium,Medium,Low
2022-11-11 15:26:00,16925.308333333334,79.949,48,16948.0,16950.0,16922.0,16910.2,59.197903236358,0.3352480006303423,39.79999999999927,High,Low,Medium,Medium,Low
2022-11-11 15:27:00,16924.79117647059,69.352,34,16923.0,16935.9,16916.2,16909.4,37.47208767101881,0.311766892748436,26.5,High,Low,Medium,Medium,Low
2022-11-11 15:28:00,16898.127027027025,34.678,37,16899.4,16911.7,16875.1,16875.1,14.143791515105477,0.30962911166287854,41.10000000000218,High,Low,Medium,Medium,Low
2022-11-11 15:29:00,16897.199999999997,36.843,41,16868.6,16918.5,16901.9,16868.6,7.2378510005972885,0.29530670779287876,49.900000000001455,High,Low,Medium,Medium,Low
2022-11-11 15:30:00,16863.567391304347,71.704,46,16901.9,16903.6,16841.6,16835.9,-15.218400497303605,0.312572571621592,67.69999999999709,High,Low,Medium,Medium,Low
2022-11-11 15:31:00,16841.7275,43.297,40,16845.7,16866.1,16821.1,16815.5,-33.74857243569534,0.29859323508371377,50.599999999998545,High,Low,Medium,Medium,Low
2022-11-11 15:32:00,16830.0375,41.827,40,16823.2,16844.8,16819.9,16816.4,-48.28934969738748,0.27216967203530623,28.399999999997817,High,Low,Medium,Low,Low
2022-11-11 15:33:00,16818.452173913043,73.511,46,16822.1,16832.1,16792.0,16792.0,-73.23777224104435,0.2747101794505306,40.099999999998545,High,Low,Medium,Low,Low
2022-11-11 15:34:00,16812.945098039214,62.188,51,16792.0,16828.3,16828.3,16792.0,-56.998874896081816,0.2743869949232331,36.29999999999927,High,Low,Medium,Low,Low
2022-11-11 15:35:00,16821.63157894737,55.842,38,16840.4,16842.2,16799.2,16797.8,-61.82138403836245,0.26526130873956966,44.400000000001455,High,Low,Medium,Low,Low
2022-11-11 15:36:00,16762.85217391304,107.38300000000001,46,16793.2,16794.4,16740.5,16728.4,-79.81340438096106,0.2900484188378799,70.79999999999927,High,Low,Medium,Medium,Low
2022-11-11 15:37:00,16722.77115384615,140.16,52,16740.8,16742.2,16723.0,16704.2,-80.38744771136419,0.2783923671324244,38.0,High,Low,Medium,Medium,Low
2022-11-11 15:38:00,16735.34912280702,149.685,57,16723.9,16770.0,16765.5,16709.5,-32.772303399064754,0.28960265624844533,60.5,High,Low,Medium,Medium,Low
2022-11-11 15:39:00,16787.75090909091,129.682,55,16763.6,16822.0,16789.5,16761.4,-13.310034212226128,0.2951950789349139,60.599999999998545,High,Low,Medium,Medium,Low
2022-11-11 15:40:00,16789.87692307692,114.233,52,16785.3,16806.6,16806.6,16775.9,32.20866992895583,0.26592991906618235,30.69999999999709,High,Low,Medium,Low,Low
2022-11-11 15:41:00,16795.125925925928,89.78,54,16815.4,16833.8,16755.1,16755.1,19.33553344771599,0.30029198406587715,78.70000000000073,High,Low,Medium,Medium,Low
2022-11-11 15:42:00,16764.667307692307,73.398,52,16757.7,16778.7,16756.9,16753.4,-4.5808786421737295,0.2785691599016224,25.299999999999272,High,Low,Medium,Medium,Low
2022-11-11 15:43:00,16752.33653846154,62.692,52,16753.1,16781.2,16780.0,16738.8,4.869931451473121,0.2854615282743978,42.400000000001455,High,Low,Medium,Medium,Low
2022-11-11 15:44:00,16781.161224489795,54.147,49,16781.2,16791.4,16775.5,16773.6,-5.25712621622165,0.2638556890173814,17.80000000000291,High,Low,Medium,Low,Low
2022-11-11 15:45:00,16736.217391304348,88.654,46,16775.5,16775.5,16725.6,16710.8,-24.22509119270103,0.2822207341507084,64.70000000000073,High,Low,Medium,Medium,Low
2022-11-11 15:46:00,16733.272727272728,49.988,44,16711.8,16752.6,16724.2,16711.8,-36.01979406484634,0.269071166333814,40.79999999999927,High,Low,Medium,Low,Low
2022-11-11 15:47:00,16768.092857142856,111.793,56,16730.6,16830.7,16828.4,16728.3,-3.597766606788582,0.3223096405811335,106.5,High,Low,Medium,Medium,Low
2022-11-11 15:48:00,16850.282978723404,128.269,47,16824.2,16869.7,16845.3,16824.2,7.032805925968546,0.2998396519437997,45.5,High,Low,Medium,Medium,Low
2022-11-11 15:49:00,16834.4675,62.785000000000004,40,16850.0,16850.0,16850.0,16821.1,30.719375968826625,0.2904556544675253,28.900000000001455,High,Low,Medium,Medium,Low
2022-11-11 15:50:00,16870.076315789473,84.22,38,16850.1,16911.5,16860.9,16850.1,20.246446768881924,0.30946812513632815,61.5,High,Low,Medium,Medium,Low
2022-11-11 15:51:00,16851.845714285715,50.229,35,16860.9,16860.9,16854.0,16845.2,16.05560245939762,0.27113642656540593,15.700000000000728,High,Low,Medium,Low,Low
2022-11-11 15:52:00,16845.899999999998,43.313,43,16854.4,16869.7,16850.3,16821.8,15.499745942573213,0.2875913188489245,47.900000000001455,High,Low,Medium,Medium,Low
2022-11-11 15:53:00,16851.45238095238,58.786,42,16851.3,16876.7,16847.3,16833.7,6.990415897040975,0.27924026072097413,43.0,High,Low,Medium,Medium,Low
2022-11-11 15:54:00,16832.957575757577,36.416,33,16841.4,16844.0,16836.0,16826.1,4.103729357048678,0.25623399593463986,21.200000000000728,High,Low,Medium,Low,Low
2022-11-11 15:55:00,16822.59117647059,25.974,34,16826.5,16833.7,16818.2,16815.5,-3.2626178054066486,0.2524540213710311,20.5,High,Low,Medium,Low,Low
2022-11-11 15:56:00,16824.715,52.077999999999996,40,16806.3,16833.7,16829.6,16806.3,5.631764154569055,0.23604971135512967,27.400000000001455,High,Low,Medium,Low,Low
2022-11-11 15:57:00,16833.541025641025,26.384,39,16831.6,16845.3,16815.4,16815.4,0.36348730596205314,0.23894234517829763,29.899999999997817,High,Low,Medium,Low,Low
2022-11-11 15:58:00,16832.935555555556,35.089,45,16815.3,16850.8,16850.8,16813.6,9.3399206582626,0.2394083498838199,37.20000000000073,High,Low,Medium,Low,Low
2022-11-11 15:59:00,16841.38974358974,30.193,39,16847.4,16859.7,16830.9,16829.1,3.686369857518457,0.2418092120247118,30.600000000002183,High,Low,Medium,Low,Low
2022-11-11 16:00:00,16838.61,76.211,50,16831.0,16866.8,16864.8,16821.8,23.131921007540768,0.23974721840098462,45.0,High,Low,Medium,Low,Low
2022-11-11 16:01:00,16870.97358490566,135.067,53,16857.6,16892.8,16821.7,16815.2,-6.792281556420335,0.2668933579840338,77.59999999999854,High,Low,Medium,Low,Low
2022-11-11 16:02:00,16795.826923076922,77.837,52,16815.4,16817.8,16794.7,16772.1,-18.687486927713735,0.23512708705061408,49.60000000000218,High,Low,Medium,Low,Low
2022-11-11 16:03:00,16838.600000000002,92.056,43,16793.3,16865.0,16838.6,16793.3,-14.133906098921443,0.25294528312594267,71.70000000000073,High,Low,Medium,Low,Low
2022-11-11 16:04:00,16832.920000000002,46.199,40,16843.2,16844.1,16837.0,16824.1,-6.723269296329477,0.2292094791233617,20.0,High,Low,Medium,Low,Low
2022-11-11 16:05:00,16828.14210526316,35.438,38,16830.8,16843.7,16819.8,16810.2,-7.893659745671698,0.22443654370312482,33.5,High,Low,Medium,Low,Low
2022-11-11 16:06:00,16799.088888888888,24.688,36,16819.8,16819.8,16790.8,16780.2,-11.30477510872106,0.23610283938559048,39.599999999998545,High,Low,Medium,Low,Low
2022-11-11 16:07:00,16785.572916666668,91.502,48,16784.6,16810.0,16795.6,16755.8,1.9714335022216574,0.24416447693972929,54.20000000000073,High,Low,Medium,Low,Low
2022-11-11 16:08:00,16792.016216216216,28.687,37,16795.6,16804.5,16793.9,16779.3,8.672226908517814,0.22608208933005627,25.200000000000728,High,Low,Medium,Low,Low
2022-11-11 16:09:00,16759.72105263158,88.939,38,16782.0,16787.9,16745.4,16726.8,-0.4443290609038968,0.2604735230769873,67.10000000000218,High,Low,Medium,Low,Low
2022-11-11 16:10:00,16740.033333333333,114.176,42,16741.5,16759.0,16716.9,16714.5,-36.54355866185449,0.26083783476601735,44.5,High,Low,Medium,Low,Low
2022-11-11 16:11:00,16730.950980392157,64.837,51,16716.9,16753.1,16724.4,16716.9,-60.07091445903029,0.2606863159349341,36.19999999999709,High,Low,Medium,Low,Low
2022-11-11 16:12:00,16718.263636363637,105.644,44,16723.7,16734.4,16682.3,16668.6,-83.85143045811765,0.28656320371491906,65.80000000000291,High,Low,Medium,Medium,Low
2022-11-11 16:13:00,16690.311627906976,130.85999999999999,43,16686.3,16706.1,16666.2,16661.8,-119.32317783164945,0.2808905316015531,44.29999999999927,High,Low,Medium,Medium,Low
2022-11-11 16:14:00,16684.7,154.04999999999998,44,16667.3,16698.4,16654.1,16654.1,-172.0026946815807,0.28621313803941845,44.30000000000291,High,Low,Medium,Medium,Low
2022-11-11 16:15:00,16674.10980392157,131.234,51,16664.0,16696.2,16641.8,16641.4,-219.0634896162927,0.2942950882717029,54.79999999999927,High,Low,Medium,Medium,Low
2022-11-11 16:16:00,16632.196153846155,196.55700000000002,52,16643.8,16650.0,16607.2,16591.6,-247.52939172595703,0.2891597218876989,58.400000000001455,High,Low,Medium,Medium,Low
2022-11-11 16:17:00,16647.807407407407,135.838,54,16614.4,16672.0,16634.8,16610.2,-245.48394713642276,0.2969303975868543,64.79999999999927,High,Low,Medium,Medium,Low
2022-11-11 16:18:00,16685.326470588236,162.313,68,16641.8,16712.3,16692.7,16641.8,-199.4015168086998,0.30313450390490215,77.5,High,Low,Medium,Medium,Low
2022-11-11 16:19:00,16707.315789473683,94.67,57,16692.7,16713.4,16707.5,16692.7,-149.47108078337408,0.28046220094102997,20.700000000000728,High,Low,Medium,Medium,Low
2022-11-11 16:20:00,16720.086440677966,156.63,59,16706.1,16756.4,16714.2,16706.1,-149.24270728303415,0.2984102672511372,50.30000000000291,High,Low,Medium,Medium,Low
2022-11-11 16:21:00,16697.45,51.955,50,16714.4,16718.4,16694.4,16680.1,-139.76849980208362,0.2934876365727487,38.30000000000291,High,Low,Medium,Medium,Low
2022-11-11 16:22:00,16729.109615384616,158.02800000000002,52,16700.0,16750.0,16713.6,16698.9,-144.53893611212044,0.30057225519603786,55.599999999998545,High,Low,Medium,Medium,Low
2022-11-11 16:23:00,16708.88857142857,35.656,35,16716.8,16724.0,16700.7,16693.2,-139.17045925355418,0.29299104561818395,30.799999999999272,High,Low,Medium,Medium,Low
2022-11-11 16:24:00,16676.344736842104,34.82,38,16684.6,16685.1,16681.8,16668.1,-117.54460745146372,0.28117402731653407,32.60000000000218,High,Low,Medium,Medium,Low
2022-11-11 16:25:00,16685.03125,37.586999999999996,48,16681.8,16693.2,16677.3,16676.8,-109.24205686832475,0.2642900496150166,16.400000000001455,High,Low,Medium,Low,Low
2022-11-11 16:26:00,16660.85111111111,115.956,45,16677.3,16696.9,16638.6,16632.3,-125.61329761106114,0.29483784025633164,64.60000000000218,High,Low,Medium,Medium,Low
2022-11-11 16:27:00,16633.97843137255,64.015,51,16636.2,16646.0,16629.2,16620.1,-126.946705650509,0.2645600643580158,25.900000000001455,High,Low,Medium,Low,Low
2022-11-11 16:28:00,16638.785454545454,125.185,55,16629.2,16657.0,16602.6,16602.1,-155.05764217300057,0.28060129805640205,54.900000000001455,High,Low,Medium,Medium,Low
2022-11-11 16:29:00,16581.824528301884,192.284,53,16602.6,16615.2,16556.4,16551.6,-204.4077850982872,0.29214080355633526,63.60000000000218,High,Low,Medium,Medium,Low
2022-11-11 16:30:00,16573.241791044777,316.522,67,16556.4,16608.8,16605.3,16510.5,-112.47413610895863,0.32151180647143324,98.29999999999927,Medium,Low,Medium,Medium,Low
2022-11-11 16:31:00,16631.7,176.327,50,16600.1,16651.3,16641.7,16590.7,-26.311488302786557,0.3065285130458801,60.599999999998545,High,Low,Medium,Medium,Low
2022-11-11 16:32:00,16650.39423076923,101.95,52,16635.0,16668.4,16655.7,16630.4,22.084789999511983,0.28721298614488827,38.0,High,Low,Medium,Medium,Low
2022-11-11 16:33:00,16656.021276595744,79.34700000000001,47,16649.1,16675.0,16665.9,16631.2,54.63166391276468,0.27677539833499437,43.79999999999927,High,Low,Medium,Low,Low
2022-11-11 16:34:00,16664.399999999998,85.87100000000001,48,16669.8,16686.9,16654.1,16645.6,46.90377539676307,0.2836672184160256,41.30000000000291,High,Low,Medium,Medium,Low
2022-11-11 16:35:00,16639.871794871793,57.632,39,16654.1,16656.9,16641.7,16627.0,39.1717404797937,0.27168431643936497,29.900000000001455,High,Low,Medium,Low,Low
2022-11-11 16:36:00,16677.80181818182,128.22,55,16641.7,16695.7,16681.9,16641.7,52.39290130347759,0.2865167903203177,54.0,High,Low,Medium,Medium,Low
2022-11-11 16:37:00,16700.207575757577,103.493,66,16681.9,16711.4,16707.6,16681.9,77.48460226153409,0.2665799463185128,29.5,High,Low,Medium,Low,Low
2022-11-11 16:38:00,16698.83095238095,38.019999999999996,42,16707.6,16713.9,16683.9,16683.9,68.60806153878139,0.26686006669104606,30.0,High,Low,Medium,Low,Low
2022-11-11 16:39:00,16705.668421052633,35.057,38,16696.8,16714.4,16697.2,16693.7,51.35720606149893,0.2660645697082981,30.5,High,Low,Medium,Low,Low
2022-11-11 16:40:00,16706.308823529413,44.717999999999996,34,16690.7,16720.8,16708.8,16690.7,42.514708396596454,0.2708220285784225,30.099999999998545,High,Low,Medium,Low,Low
2022-11-11 16:41:00,16722.3,77.346,47,16712.1,16740.4,16734.6,16707.3,51.017755979359606,0.259887365763817,33.10000000000218,High,Low,Medium,Low,Low
2022-11-11 16:42:00,16721.852272727272,55.385,44,16724.4,16734.3,16733.3,16710.1,66.02439267005238,0.2559606692443633,24.5,High,Low,Medium,Low,Low
2022-11-11 16:43:00,16737.751111111113,35.699999999999996,45,16732.3,16746.6,16730.9,16728.9,57.36918908583995,0.23945314756926742,17.69999999999709,High,Low,Medium,Low,Low
2022-11-11 16:44:00,16722.95238095238,44.118,42,16736.1,16736.1,16709.9,16709.8,34.68224709777061,0.22929587317165853,26.299999999999272,High,Low,Medium,Low,Low
2022-11-11 16:45:00,16726.885454545456,37.536,55,16709.9,16742.6,16732.5,16709.9,26.81376504705794,0.20714178992977492,32.69999999999709,High,Low,Medium,Low,Low
2022-11-11 16:46:00,16730.14,26.675,45,16732.5,16741.6,16741.6,16714.9,29.644725567488393,0.19204058552746547,26.69999999999709,High,Low,Medium,Low,Low
2022-11-11 16:47:00,16738.25744680851,28.935,47,16741.6,16752.1,16737.1,16726.1,26.691472127403316,0.18735224939405884,26.0,High,Low,Medium,Low,Low
2022-11-11 16:48:00,16742.90882352941,18.695,34,16738.7,16749.3,16744.7,16737.9,24.204764123187317,0.1700305834748364,12.200000000000728,High,Low,Medium,Low,Low
2022-11-11 16:49:00,16761.526666666665,127.751,45,16744.7,16798.0,16790.8,16744.7,50.65325091735781,0.19032909556291108,53.29999999999927,High,Low,Medium,Low,Low
2022-11-11 16:50:00,16811.026829268292,195.71,41,16811.8,16835.0,16796.1,16784.3,23.58315757071756,0.19694254420172672,50.70000000000073,High,Low,Medium,Low,Low
2022-11-11 16:51:00,16775.21379310345,36.723,29,16786.3,16787.1,16781.0,16759.5,16.884768102324188,0.18506644419283305,36.599999999998545,High,Low,Medium,Low,Low
2022-11-11 16:52:00,16774.46176470588,32.61,34,16781.0,16785.0,16750.9,16750.8,2.2943076868942853,0.18618966410428064,34.20000000000073,High,Low,Medium,Low,Low
2022-11-11 16:53:00,16764.4375,24.489,32,16756.1,16777.5,16765.5,16756.1,-4.829776520859724,0.1817435938219647,26.599999999998545,High,Low,Medium,Low,Low
2022-11-11 16:54:00,16744.460714285717,44.608,28,16765.8,16765.8,16744.2,16731.4,-10.935987733974713,0.18652959764508292,34.39999999999782,High,Low,Medium,Low,Low
2022-11-11 16:55:00,16751.20277777778,63.892,36,16734.0,16760.8,16753.0,16734.0,-3.9439870590456394,0.18218163247709734,26.799999999999272,High,Low,Medium,Low,Low
2022-11-11 16:56:00,16752.30769230769,17.216,26,16750.8,16757.1,16754.1,16744.3,2.1850120406111557,0.16905977906568237,12.799999999999272,High,Low,Medium,Low,Low
2022-11-11 16:57:00,16773.586486486485,29.614,37,16756.9,16792.8,16780.6,16755.4,7.768940329753292,0.18434779844979235,38.70000000000073,High,Low,Medium,Low,Low
2022-11-11 16:58:00,16794.695454545454,91.12,44,16773.4,16821.3,16793.9,16772.2,5.981252837244426,0.19996414041870508,49.099999999998545,High,Low,Medium,Low,Low
2022-11-11 16:59:00,16791.132258064517,15.628,31,16795.6,16804.8,16790.0,16783.4,2.800807993379834,0.18719608232412877,21.399999999997817,High,Low,Medium,Low,Low
2022-11-11 17:00:00,16769.583333333332,57.663,36,16789.5,16789.5,16748.0,16744.8,-14.47531107850783,0.20178329750815668,45.20000000000073,High,Low,Medium,Low,Low
2022-11-11 17:01:00,16762.10714285714,95.393,42,16763.1,16777.5,16769.0,16744.4,-5.463362682625672,0.19909489070440445,33.099999999998545,High,Low,Medium,Low,Low
2022-11-11 17:02:00,16770.91176470588,76.8,34,16774.6,16785.7,16775.8,16762.1,2.6546815352185433,0.19434873779822898,23.600000000002183,High,Low,Medium,Low,Low
2022-11-11 17:03:00,16799.14642857143,58.684,56,16780.8,16810.7,16804.0,16780.8,16.038411762058757,0.20691105292390546,34.900000000001455,High,Low,Medium,Low,Low
2022-11-11 17:04:00,16816.297777777778,73.446,45,16799.9,16835.0,16835.0,16798.6,43.42471851285168,0.20087780087780013,36.400000000001455,High,Low,Medium,Low,Low
2022-11-11 17:05:00,16814.151724137933,54.804,29,16842.1,16842.1,16810.9,16804.1,39.483707869067814,0.1970996331084115,38.0,High,Low,Medium,Low,Low
2022-11-11 17:06:00,16818.579310344827,31.852,29,16807.7,16825.6,16814.8,16807.7,32.18716049368322,0.18216491820697367,17.899999999997817,High,Low,Medium,Low,Low
2022-11-11 17:07:00,16811.175,34.574999999999996,24,16814.0,16819.1,16799.9,16799.9,15.274967431600146,0.17728676956410014,19.19999999999709,High,Low,Medium,Low,Low
2022-11-11 17:08:00,16783.234375,52.506,32,16797.7,16797.7,16789.9,16773.2,13.036584918915167,0.1804074010102613,26.700000000000728,High,Low,Medium,Low,Low
2022-11-11 17:09:00,16792.546875,35.77,32,16788.0,16799.0,16797.5,16782.8,20.20944260207375,0.1694167452167144,16.200000000000728,High,Low,Medium,Low,Low
2022-11-11 17:10:00,16834.718867924526,214.38,53,16800.0,16884.3,16884.3,16800.0,89.51838959954102,0.21853306194380287,86.79999999999927,High,Low,Medium,Low,Low
2022-11-11 17:11:00,16871.38,123.861,45,16886.0,16897.2,16872.7,16848.9,109.16285028510731,0.21656285004770856,48.29999999999927,High,Low,High,Low,Low
2022-11-11 17:12:00,16856.84074074074,44.617999999999995,27,16863.7,16865.7,16854.1,16849.4,101.26570601091987,0.20122766039783047,23.299999999999272,High,Low,High,Low,Low
2022-11-11 17:13:00,16849.71891891892,32.22,37,16854.1,16859.9,16843.0,16839.0,82.50140555587154,0.18999254553490713,20.900000000001455,High,Low,Medium,Low,Low
2022-11-11 17:14:00,16845.984848484848,36.824,33,16840.6,16851.3,16844.9,16840.5,65.1552087366938,0.18205840079522856,10.799999999999272,High,Low,Medium,Low,Low
2022-11-11 17:15:00,16860.278260869567,20.891000000000002,46,16844.9,16872.8,16856.4,16844.9,50.96841830202004,0.18231123556103757,27.899999999997817,High,Low,Medium,Low,Low
2022-11-11 17:16:00,16860.665,26.043,40,16855.3,16869.9,16863.0,16844.9,44.2435500058325,0.17810459454294988,25.0,High,Low,Medium,Low,Low
2022-11-11 17:17:00,16838.325714285715,17.287,35,16864.5,16864.5,16830.1,16827.8,32.659342093200564,0.18793048697802575,36.70000000000073,High,Low,Medium,Low,Low
2022-11-11 17:18:00,16842.182142857142,22.059,28,16831.8,16848.5,16845.0,16831.8,29.028089030649085,0.17442696480986697,18.400000000001455,High,Low,Medium,Low,Low
2022-11-11 17:19:00,16832.8,1.964,12,16846.3,16846.3,16820.1,16815.8,24.4549540134509,0.17729845707087036,30.5,High,Low,Medium,Low,Low
2022-11-11 17:20:00,16802.937142857143,91.021,35,16822.9,16822.9,16806.5,16793.4,17.121217905805906,0.1738983263750448,29.5,High,Low,Medium,Low,Low
2022-11-11 17:21:00,16802.18,51.383,30,16794.8,16812.9,16805.6,16794.7,15.79847388431375,0.16953608056573685,18.200000000000728,High,Low,Medium,Low,Low
2022-11-11 17:22:00,16799.63333333333,33.14,27,16807.8,16810.6,16800.0,16791.0,12.960347210714474,0.17029629629629545,19.599999999998545,High,Low,Medium,Low,Low
2022-11-11 17:23:00,16812.1,19.45,32,16800.0,16826.1,16806.9,16800.0,7.704598203352475,0.17258255703179942,26.099999999998545,High,Low,Medium,Low,Low
2022-11-11 17:24:00,16800.48888888889,36.07,18,16801.4,16806.9,16799.3,16794.5,2.2625614560453187,0.16581643282755804,12.400000000001455,High,Low,Medium,Low,Low
2022-11-11 17:25:00,16792.4,27.595000000000002,23,16799.3,16800.8,16780.5,16776.2,-5.8801306346630895,0.14778529311469168,24.599999999998545,High,Low,Medium,Low,Low
2022-11-11 17:26:00,16783.936666666665,75.98700000000001,30,16784.4,16794.1,16765.7,16765.7,-32.85435643225628,0.14204132378738618,28.399999999997817,High,Low,Medium,Low,Low
2022-11-11 17:27:00,16767.216666666667,42.881,24,16769.1,16777.2,16753.3,16748.4,-49.9037273227857,0.14434834397468435,28.799999999999272,High,Low,Medium,Low,Low
2022-11-11 17:28:00,16770.496875,25.081,32,16756.3,16778.3,16775.0,16756.3,-46.75554474865754,0.14417221394270358,25.0,High,Low,Medium,Low,Low
2022-11-11 17:29:00,16785.102857142858,37.368,35,16770.1,16791.6,16783.0,16770.1,-38.83918417299833,0.14668017239666933,21.5,High,Low,Medium,Low,Low
2022-11-11 17:30:00,16778.643333333333,32.072,30,16787.1,16787.1,16779.3,16771.3,-31.94066434064598,0.13996081150253092,15.799999999999272,High,Low,Medium,Low,Low
